marriage_id,spouse1_id,spouse2_id,start_date,end_date,status
10042,10065,10134,1915-01-01,1945-06-01,deceased
10043,10091,10135,1914-01-01,1933-06-01,deceased
10044,10078,10136,1918-01-01,1959-06-01,deceased
10045,10072,10098,1918-01-01,1962-06-01,deceased
10046,10155,10212,1930-01-01,1962-06-01,deceased
10047,10180,10213,1934-01-01,1959-06-01,deceased
10048,10186,10214,1933-01-01,1993-06-01,deceased
10049,10203,10215,1933-01-01,1963-06-01,deceased
10050,10146,10216,1934-01-01,1996-06-01,deceased
10051,10170,10217,1936-01-01,1954-06-01,deceased
10052,10143,10218,1936-01-01,1972-06-01,deceased
10053,10187,10219,1934-01-01,1961-06-01,deceased
10054,10138,10221,1935-01-01,1954-06-01,deceased
10055,10206,10222,1935-01-01,1974-06-01,deceased
10056,10159,10223,1934-01-01,1956-06-01,deceased
10057,10190,10224,1936-01-01,1982-06-01,deceased
10058,10167,10225,1936-01-01,1959-06-01,deceased
10059,10199,10226,1930-01-01,1961-06-01,deceased
10060,10162,10227,1933-01-01,1987-06-01,deceased
10061,10205,10228,1932-01-01,1956-06-01,deceased
10062,10173,10229,1930-01-01,1951-06-01,deceased
10063,10161,10230,1932-01-01,1957-06-01,deceased
10064,10200,10231,1932-01-01,1948-06-01,deceased
10065,10174,10232,1933-01-01,1990-06-01,deceased
10066,10183,10233,1935-01-01,1957-06-01,deceased
10067,10181,10235,1931-01-01,1950-06-01,deceased
10068,10165,10189,1936-01-01,1979-06-01,deceased
10069,10179,10236,1933-01-01,1984-06-01,deceased
10070,10152,10237,1931-01-01,1997-06-01,deceased
10071,10141,10153,1934-01-01,1967-06-01,deceased
10072,10196,10238,1935-01-01,1958-06-01,deceased
10073,10211,10239,1933-01-01,1987-06-01,deceased
10074,10147,10241,1933-01-01,1972-06-01,deceased
10075,10177,10242,1930-01-01,1976-06-01,deceased
10076,10151,10243,1935-01-01,1956-06-01,deceased
10077,10188,10244,1936-01-01,1974-06-01,deceased
10078,10144,10176,1932-01-01,1969-06-01,deceased
10079,10156,10245,1930-01-01,1948-06-01,deceased
10080,10193,10247,1931-01-01,1950-06-01,deceased
10081,10207,10248,1935-01-01,1958-06-01,deceased
10082,10175,10249,1936-01-01,1973-06-01,deceased
10083,10278,10367,1952-01-01,2000-06-01,deceased
10084,10306,10368,1947-01-01,1971-06-01,deceased
10085,10332,10369,1948-01-01,1999-06-01,deceased
10086,10347,10330,1948-01-01,1992-06-01,deceased
10087,10289,10371,1951-01-01,2005-06-01,deceased
10088,10318,10372,1951-01-01,2005-06-01,deceased
10089,10280,10373,1948-01-01,2003-06-01,deceased
10090,10286,10374,1951-01-01,2009-06-01,deceased
10091,10276,10321,1951-01-01,1994-06-01,deceased
10092,10256,10375,1951-01-01,1999-06-01,deceased
10093,10314,10376,1952-01-01,1973-06-01,deceased
10094,10282,10377,1948-01-01,1973-06-01,deceased
10095,10312,10378,1951-01-01,1997-06-01,deceased
10096,10349,10379,1951-01-01,1991-06-01,deceased
10097,10261,10381,1952-01-01,1977-06-01,deceased
10098,10303,10382,1949-01-01,1974-06-01,deceased
10099,10323,10383,1953-01-01,1995-06-01,deceased
10100,10360,10384,1949-01-01,1990-06-01,deceased
10101,10275,10385,1948-01-01,1997-06-01,deceased
10102,10341,10387,1951-01-01,1973-06-01,deceased
10103,10266,10388,1948-01-01,1974-06-01,deceased
10104,10296,10389,1952-01-01,1970-06-01,deceased
10105,10326,10390,1950-01-01,1984-06-01,deceased
10106,10350,10391,1951-01-01,1989-06-01,deceased
10107,10254,10392,1948-01-01,1999-06-01,deceased
10108,10335,10393,1952-01-01,1984-06-01,deceased
10109,10331,10395,1953-01-01,2001-06-01,deceased
10110,10253,10396,1947-01-01,1966-06-01,deceased
10111,10334,10290,1952-01-01,1993-06-01,deceased
10112,10297,10397,1952-01-01,1998-06-01,deceased
10113,10308,10398,1951-01-01,1969-06-01,deceased
10114,10320,10399,1952-01-01,1973-06-01,deceased
10115,10317,10400,1947-01-01,1993-06-01,deceased
10116,10337,10401,1949-01-01,1976-06-01,deceased
10117,10300,10402,1953-01-01,1973-06-01,deceased
10118,10270,10403,1953-01-01,1973-06-01,deceased
10119,10262,10288,1948-01-01,1975-06-01,deceased
10120,10358,10405,1952-01-01,1981-06-01,deceased
10121,10364,10406,1953-01-01,2004-06-01,deceased
10122,10346,10407,1953-01-01,1981-06-01,deceased
10123,10301,10408,1947-01-01,1967-06-01,deceased
10124,10283,10409,1950-01-01,1982-06-01,deceased
10125,10365,10411,1951-01-01,1971-06-01,deceased
10126,10260,10412,1949-01-01,1976-06-01,deceased
10127,10292,10413,1947-01-01,1963-06-01,deceased
10128,10284,10414,1952-01-01,1996-06-01,deceased
10129,10361,10415,1948-01-01,1971-06-01,deceased
10130,10339,10416,1952-01-01,1998-06-01,deceased
10131,10363,10417,1953-01-01,2021-06-01,deceased
10132,10329,10418,1952-01-01,1967-06-01,deceased
10133,10345,10419,1951-01-01,1982-06-01,deceased
10134,10294,10420,1951-01-01,1968-06-01,deceased
10135,10263,10421,1948-01-01,1973-06-01,deceased
10136,10281,10422,1952-01-01,1983-06-01,deceased
10137,10257,10423,1951-01-01,2007-06-01,deceased
