parent_id,child_id,relation_type
10054,10097,mother
10038,10098,father
10054,10098,mother
10038,10099,father
10054,10099,mother
10038,10100,father
10054,10100,mother
10036,10101,father
10055,10101,mother
10036,10102,father
10055,10102,mother
10036,10103,father
10055,10103,mother
10036,10104,father
10055,10104,mother
10027,10105,father
10056,10105,mother
10027,10106,father
10056,10106,mother
10027,10107,father
10056,10107,mother
10042,10108,father
10058,10108,mother
10042,10109,father
10058,10109,mother
10042,10110,father
10058,10110,mother
10042,10111,father
10058,10111,mother
10059,10138,father
10112,10138,mother
10059,10139,father
10112,10139,mother
10059,10140,father
10112,10140,mother
10059,10141,father
10112,10141,mother
10082,10142,father
10113,10142,mother
10082,10143,father
10113,10143,mother
10086,10144,father
10115,10144,mother
10086,10145,father
10115,10145,mother
10111,10146,father
10116,10146,mother
10111,10147,father
10116,10147,mother
10111,10148,father
10116,10148,mother
10076,10149,father
10097,10149,mother
10076,10150,father
10097,10150,mother
10076,10151,father
10097,10151,mother
10089,10152,father
10117,10152,mother
10089,10153,father
10117,10153,mother
10089,10154,father
10117,10154,mother
10089,10155,father
10117,10155,mother
10075,10156,father
10118,10156,mother
10075,10157,father
10118,10157,mother
10075,10158,father
10118,10158,mother
10108,10159,father
10119,10159,mother
10108,10160,father
10119,10160,mother
10108,10161,father
10119,10161,mother
10105,10162,father
10121,10162,mother
10105,10163,father
10121,10163,mother
10096,10164,father
10122,10164,mother
10096,10165,father
10122,10165,mother
10096,10166,father
10122,10166,mother
10096,10167,father
10122,10167,mother
10101,10168,father
10123,10168,mother
10101,10169,father
10123,10169,mother
10101,10170,father
10123,10170,mother
10101,10171,father
10123,10171,mother
10081,10172,father
10124,10172,mother
10081,10173,father
10124,10173,mother
10102,10174,father
10125,10174,mother
10102,10175,father
10125,10175,mother
10102,10176,father
10125,10176,mother
10102,10177,father
10125,10177,mother
10095,10178,father
10126,10178,mother
10095,10179,father
10126,10179,mother
10095,10180,father
10126,10180,mother
10067,10181,father
10127,10181,mother
10067,10182,father
10127,10182,mother
10067,10183,father
10127,10183,mother
10067,10184,father
10127,10184,mother
10099,10185,father
10129,10185,mother
10099,10186,father
10129,10186,mother
10104,10187,father
10130,10187,mother
10104,10188,father
10130,10188,mother
10104,10189,father
10130,10189,mother
10104,10190,father
10130,10190,mother
10084,10191,father
10132,10191,mother
10084,10192,father
10132,10192,mother
10084,10193,father
10132,10193,mother
10084,10194,father
10132,10194,mother
10063,10195,father
10133,10195,mother
10063,10196,father
10133,10196,mother
10063,10197,father
10133,10197,mother
10063,10198,father
10133,10198,mother
10065,10199,father
10134,10199,mother
10065,10200,father
10134,10200,mother
10065,10201,father
10134,10201,mother
10091,10202,father
10135,10202,mother
10091,10203,father
10135,10203,mother
10091,10204,father
10135,10204,mother
10091,10205,father
10135,10205,mother
10078,10206,father
10136,10206,mother
10078,10207,father
10136,10207,mother
10078,10208,father
10136,10208,mother
10072,10209,father
10098,10209,mother
10072,10210,father
10098,10210,mother
10072,10211,father
10098,10211,mother
10155,10250,father
10212,10250,mother
10155,10251,father
10212,10251,mother
10180,10252,father
10213,10252,mother
10180,10253,father
10213,10253,mother
10180,10254,father
10213,10254,mother
10180,10255,father
10213,10255,mother
10186,10256,father
10214,10256,mother
10186,10257,father
10214,10257,mother
10186,10258,father
10214,10258,mother
10203,10259,father
10215,10259,mother
10203,10260,father
10215,10260,mother
10203,10261,father
10215,10261,mother
10203,10262,father
10215,10262,mother
10146,10263,father
10216,10263,mother
10146,10264,father
10216,10264,mother
10146,10265,father
10216,10265,mother
10170,10266,father
10217,10266,mother
10170,10267,father
10217,10267,mother
10170,10268,father
10217,10268,mother
10143,10269,father
10218,10269,mother
10143,10270,father
10218,10270,mother
10143,10271,father
10218,10271,mother
10143,10272,father
10218,10272,mother
10187,10273,father
10219,10273,mother
10187,10274,father
10219,10274,mother
10138,10275,father
10221,10275,mother
10138,10276,father
10221,10276,mother
10138,10277,father
10221,10277,mother
10138,10278,father
10221,10278,mother
10206,10279,father
10222,10279,mother
10206,10280,father
10222,10280,mother
10206,10281,father
10222,10281,mother
10206,10282,father
10222,10282,mother
10159,10283,father
10223,10283,mother
10159,10284,father
10223,10284,mother
10159,10285,father
10223,10285,mother
10190,10286,father
10224,10286,mother
10190,10287,father
10224,10287,mother
10190,10288,father
10224,10288,mother
10167,10289,father
10225,10289,mother
10167,10290,father
10225,10290,mother
10167,10291,father
10225,10291,mother
10167,10292,father
10225,10292,mother
10199,10293,father
10226,10293,mother
10199,10294,father
10226,10294,mother
10162,10295,father
10227,10295,mother
10162,10296,father
10227,10296,mother
10205,10297,father
10228,10297,mother
10205,10298,father
10228,10298,mother
10173,10299,father
10229,10299,mother
10173,10300,father
10229,10300,mother
10161,10301,father
10230,10301,mother
10161,10302,father
10230,10302,mother
10200,10303,father
10231,10303,mother
10200,10304,father
10231,10304,mother
10174,10305,father
10232,10305,mother
10174,10306,father
10232,10306,mother
10174,10307,father
10232,10307,mother
10183,10308,father
10233,10308,mother
10183,10309,father
10233,10309,mother
10183,10310,father
10233,10310,mother
10181,10311,father
10235,10311,mother
10181,10312,father
10235,10312,mother
10181,10313,father
10235,10313,mother
10181,10314,father
10235,10314,mother
10165,10315,father
10189,10315,mother
10165,10316,father
10189,10316,mother
10165,10317,father
10189,10317,mother
10165,10318,father
10189,10318,mother
10179,10319,father
10236,10319,mother
10179,10320,father
10236,10320,mother
10179,10321,father
10236,10321,mother
10179,10322,father
10236,10322,mother
10152,10323,father
10237,10323,mother
10152,10324,father
10237,10324,mother
10152,10325,father
10237,10325,mother
10141,10326,father
10153,10326,mother
10141,10327,father
10153,10327,mother
10196,10328,father
10238,10328,mother
10196,10329,father
10238,10329,mother
10196,10330,father
10238,10330,mother
10196,10331,father
10238,10331,mother
10211,10332,father
10239,10332,mother
10211,10333,father
10239,10333,mother
10211,10334,father
10239,10334,mother
10211,10335,father
10239,10335,mother
10147,10336,father
10241,10336,mother
10147,10337,father
10241,10337,mother
10147,10338,father
10241,10338,mother
10177,10339,father
10242,10339,mother
10177,10340,father
10242,10340,mother
10177,10341,father
10242,10341,mother
10151,10342,father
10243,10342,mother
10151,10343,father
10243,10343,mother
10151,10344,father
10243,10344,mother
10151,10345,father
10243,10345,mother
10188,10346,father
10244,10346,mother
10188,10347,father
10244,10347,mother
10188,10348,father
10244,10348,mother
10188,10349,father
10244,10349,mother
10144,10350,father
10176,10350,mother
10144,10351,father
10176,10351,mother
10156,10352,father
10245,10352,mother
10156,10353,father
10245,10353,mother
10156,10354,father
10245,10354,mother
10156,10355,father
10245,10355,mother
10193,10356,father
10247,10356,mother
10193,10357,father
10247,10357,mother
10193,10358,father
10247,10358,mother
10193,10359,father
10247,10359,mother
10207,10360,father
10248,10360,mother
10207,10361,father
10248,10361,mother
10207,10362,father
10248,10362,mother
10175,10363,father
10249,10363,mother
10175,10364,father
10249,10364,mother
10175,10365,father
10249,10365,mother
10175,10366,father
10249,10366,mother
10278,10424,father
10367,10424,mother
10278,10425,father
10367,10425,mother
10278,10426,father
10367,10426,mother
10306,10427,father
10368,10427,mother
10306,10428,father
10368,10428,mother
10306,10429,father
10368,10429,mother
10306,10430,father
10368,10430,mother
10332,10431,father
10369,10431,mother
10332,10432,father
10369,10432,mother
10347,10433,father
10330,10433,mother
10347,10434,father
10330,10434,mother
10347,10435,father
10330,10435,mother
10347,10436,father
10330,10436,mother
10289,10437,father
10371,10437,mother
10289,10438,father
10371,10438,mother
10318,10439,father
10372,10439,mother
10318,10440,father
10372,10440,mother
10280,10441,father
10373,10441,mother
10280,10442,father
10373,10442,mother
10286,10443,father
10374,10443,mother
10286,10444,father
10374,10444,mother
10276,10445,father
10321,10445,mother
10276,10446,father
10321,10446,mother
10276,10447,father
10321,10447,mother
10276,10448,father
10321,10448,mother
10256,10449,father
10375,10449,mother
10256,10450,father
10375,10450,mother
10256,10451,father
10375,10451,mother
10314,10452,father
10376,10452,mother
10314,10453,father
10376,10453,mother
10282,10454,father
10377,10454,mother
10282,10455,father
10377,10455,mother
10312,10456,father
10378,10456,mother
10312,10457,father
10378,10457,mother
10312,10458,father
10378,10458,mother
10349,10459,father
10379,10459,mother
10349,10460,father
10379,10460,mother
10349,10461,father
10379,10461,mother
10261,10462,father
10381,10462,mother
10261,10463,father
10381,10463,mother
10261,10464,father
10381,10464,mother
10261,10465,father
10381,10465,mother
10303,10466,father
10382,10466,mother
10303,10467,father
10382,10467,mother
10303,10468,father
10382,10468,mother
10303,10469,father
10382,10469,mother
10323,10470,father
10383,10470,mother
10323,10471,father
10383,10471,mother
10360,10472,father
10384,10472,mother
10360,10473,father
10384,10473,mother
10360,10474,father
10384,10474,mother
10360,10475,father
10384,10475,mother
10275,10476,father
10385,10476,mother
10275,10477,father
10385,10477,mother
10341,10478,father
10387,10478,mother
10341,10479,father
10387,10479,mother
10266,10480,father
10388,10480,mother
10266,10481,father
10388,10481,mother
10266,10482,father
10388,10482,mother
10266,10483,father
10388,10483,mother
10296,10484,father
10389,10484,mother
10296,10485,father
10389,10485,mother
10326,10486,father
10390,10486,mother
10326,10487,father
10390,10487,mother
10326,10488,father
10390,10488,mother
10326,10489,father
10390,10489,mother
10350,10490,father
10391,10490,mother
10350,10491,father
10391,10491,mother
10254,10492,father
10392,10492,mother
10254,10493,father
10392,10493,mother
10335,10494,father
10393,10494,mother
10335,10495,father
10393,10495,mother
10331,10496,father
10395,10496,mother
10331,10497,father
10395,10497,mother
10331,10498,father
10395,10498,mother
10331,10499,father
10395,10499,mother
10253,10500,father
10396,10500,mother
10253,10501,father
10396,10501,mother
10253,10502,father
10396,10502,mother
10334,10503,father
10290,10503,mother
10334,10504,father
10290,10504,mother
10334,10505,father
10290,10505,mother
10334,10506,father
10290,10506,mother
10297,10507,father
10397,10507,mother
10297,10508,father
10397,10508,mother
10297,10509,father
10397,10509,mother
10308,10510,father
10398,10510,mother
10308,10511,father
10398,10511,mother
10308,10512,father
10398,10512,mother
10320,10513,father
10399,10513,mother
10320,10514,father
10399,10514,mother
10317,10515,father
10400,10515,mother
