marriage_id,spouse1_id,spouse2_id,start_date,end_date,status
20240,20689,20816,1833-01-01,1859-06-01,deceased
20241,20700,20817,1834-01-01,1853-06-01,deceased
20242,20682,20818,1830-01-01,1876-06-01,deceased
20243,20526,20819,1830-01-01,1862-06-01,deceased
20244,20581,20644,1830-01-01,1852-06-01,deceased
20245,20676,20821,1829-01-01,1869-06-01,deceased
20246,20593,20823,1830-01-01,1864-06-01,deceased
20247,20547,20824,1830-01-01,1876-06-01,deceased
20248,20695,20825,1830-01-01,1895-06-01,deceased
20249,20658,20826,1832-01-01,1863-06-01,deceased
20250,20550,20827,1832-01-01,1864-06-01,deceased
20251,20715,20828,1834-01-01,1862-06-01,deceased
20252,20605,20829,1829-01-01,1875-06-01,deceased
20253,20583,20833,1833-01-01,1864-06-01,deceased
20254,20597,20834,1835-01-01,1866-06-01,deceased
20255,20572,20835,1831-01-01,1886-06-01,deceased
20256,20655,20836,1835-01-01,1871-06-01,deceased
20257,20712,20518,1834-01-01,1861-06-01,deceased
20258,20601,20837,1834-01-01,1874-06-01,deceased
20259,20671,20838,1829-01-01,1878-06-01,deceased
20260,20620,20839,1835-01-01,1851-06-01,deceased
20261,20533,20840,1829-01-01,1864-06-01,deceased
20262,20536,20558,1833-01-01,1860-06-01,deceased
20263,20528,20841,1830-01-01,1882-06-01,deceased
20264,21054,21142,1850-01-01,1887-06-01,deceased
20265,21070,21143,1847-01-01,1898-06-01,deceased
20266,20939,21144,1853-01-01,1883-06-01,deceased
20267,20960,21145,1847-01-01,1899-06-01,deceased
20268,21013,21146,1849-01-01,1874-06-01,deceased
20269,21138,21147,1847-01-01,1891-06-01,deceased
20270,20963,21148,1851-01-01,1869-06-01,deceased
20271,21031,21149,1848-01-01,1875-06-01,deceased
20272,20974,21150,1848-01-01,1889-06-01,deceased
20273,21058,21151,1850-01-01,1882-06-01,deceased
20274,20845,21152,1848-01-01,1867-06-01,deceased
20275,20860,21153,1847-01-01,1872-06-01,deceased
20276,20972,21154,1848-01-01,1874-06-01,deceased
20277,20924,21155,1853-01-01,1889-06-01,deceased
20278,21137,20954,1851-01-01,1879-06-01,deceased
20279,21009,21157,1847-01-01,1868-06-01,deceased
20280,21066,21158,1851-01-01,1876-06-01,deceased
20281,21114,21159,1849-01-01,1880-06-01,deceased
20282,20889,21160,1849-01-01,1896-06-01,deceased
20283,21091,21161,1853-01-01,1901-06-01,deceased
20284,21103,21162,1850-01-01,1890-06-01,deceased
20285,20983,21164,1848-01-01,1879-06-01,deceased
20286,20980,21165,1848-01-01,1902-06-01,deceased
20287,21088,21166,1851-01-01,1874-06-01,deceased
20288,20862,21167,1849-01-01,1900-06-01,deceased
20289,20913,21168,1853-01-01,1885-06-01,deceased
20290,20957,21169,1848-01-01,1873-06-01,deceased
20291,20872,21170,1847-01-01,1891-06-01,deceased
20292,21000,21171,1849-01-01,1903-06-01,deceased
20293,21043,21047,1852-01-01,1885-06-01,deceased
20294,20880,21172,1851-01-01,1914-06-01,deceased
20295,21076,21173,1850-01-01,1888-06-01,deceased
20296,21042,21174,1850-01-01,1876-06-01,deceased
20297,21094,21175,1849-01-01,1901-06-01,deceased
20298,20888,21176,1853-01-01,1884-06-01,deceased
20299,21128,21177,1851-01-01,1877-06-01,deceased
20300,21073,21178,1850-01-01,1868-06-01,deceased
20301,20879,20917,1853-01-01,1902-06-01,deceased
20302,20918,21180,1852-01-01,1880-06-01,deceased
20303,20874,21181,1850-01-01,1875-06-01,deceased
20304,21116,21182,1847-01-01,1890-06-01,deceased
20305,21018,21184,1849-01-01,1869-06-01,deceased
20306,20893,21185,1848-01-01,1872-06-01,deceased
20307,20956,21017,1850-01-01,1910-06-01,deceased
20308,20941,21186,1848-01-01,1892-06-01,deceased
20309,20946,21187,1852-01-01,1901-06-01,deceased
20310,20919,21190,1848-01-01,1866-06-01,deceased
20311,20953,21191,1852-01-01,1885-06-01,deceased
20312,20883,20928,1850-01-01,1882-06-01,deceased
20313,21099,21192,1852-01-01,1898-06-01,deceased
20314,21078,20952,1850-01-01,1877-06-01,deceased
20315,20959,21193,1852-01-01,1892-06-01,deceased
20316,20988,21194,1849-01-01,1889-06-01,deceased
20317,20922,21196,1852-01-01,1877-06-01,deceased
20318,21002,21197,1848-01-01,1897-06-01,deceased
20319,20977,21198,1853-01-01,1893-06-01,deceased
20320,20992,21200,1849-01-01,1903-06-01,deceased
20321,20936,21201,1850-01-01,1871-06-01,deceased
20322,21049,21202,1852-01-01,1880-06-01,deceased
20323,20947,21203,1848-01-01,1898-06-01,deceased
20324,21117,21204,1848-01-01,1870-06-01,deceased
20325,20885,20958,1847-01-01,1891-06-01,deceased
20326,20852,21205,1848-01-01,1879-06-01,deceased
20327,20915,21208,1847-01-01,1872-06-01,deceased
20328,21011,20842,1853-01-01,1900-06-01,deceased
20329,21028,21062,1853-01-01,1890-06-01,deceased
20330,20912,21209,1847-01-01,1899-06-01,deceased
20331,21082,21210,1853-01-01,1904-06-01,deceased
20332,21101,21211,1851-01-01,1888-06-01,deceased
20333,20987,21008,1851-01-01,1885-06-01,deceased
20334,20979,21212,1853-01-01,1882-06-01,deceased
20335,20846,21213,1848-01-01,1879-06-01,deceased
20336,21115,21214,1851-01-01,1876-06-01,deceased
20337,20899,21215,1852-01-01,1900-06-01,deceased
20338,20891,21216,1847-01-01,1877-06-01,deceased
20339,20908,21015,1848-01-01,1882-06-01,deceased
20340,21085,21217,1850-01-01,1874-06-01,deceased
20341,21135,20934,1852-01-01,1893-06-01,deceased
20342,20848,21218,1852-01-01,1866-06-01,deceased
20343,20969,21219,1849-01-01,1876-06-01,deceased
20344,21033,21220,1852-01-01,1874-06-01,deceased
20345,21016,21221,1852-01-01,1914-06-01,deceased
20346,20856,21222,1851-01-01,1881-06-01,deceased
20347,21069,21223,1848-01-01,1873-06-01,deceased
20348,21111,21224,1849-01-01,1911-06-01,deceased
20349,21112,21226,1853-01-01,1872-06-01,deceased
20350,20875,21010,1849-01-01,1886-06-01,deceased
20351,20870,21229,1853-01-01,1893-06-01,deceased
20352,20985,21231,1847-01-01,1871-06-01,deceased
20353,21063,21232,1848-01-01,1882-06-01,deceased
20354,21109,21233,1848-01-01,1884-06-01,deceased
20355,20944,21235,1849-01-01,1903-06-01,deceased
20356,21084,21236,1849-01-01,1883-06-01,deceased
20357,20877,21237,1851-01-01,1874-06-01,deceased
20358,20997,21238,1849-01-01,1875-06-01,deceased
20359,21120,21239,1850-01-01,1909-06-01,deceased
20360,21075,21240,1853-01-01,1916-06-01,deceased
20361,21124,21241,1849-01-01,1895-06-01,deceased
20362,20898,21242,1848-01-01,1880-06-01,deceased
20363,21095,21243,1852-01-01,1888-06-01,deceased
20364,20935,21244,1851-01-01,1871-06-01,deceased
20365,20901,21245,1851-01-01,1869-06-01,deceased
20366,20965,21246,1847-01-01,1870-06-01,deceased
20367,20905,21247,1852-01-01,1891-06-01,deceased
20368,21035,21248,1847-01-01,1884-06-01,deceased
20369,21041,20975,1848-01-01,1902-06-01,deceased
20370,21051,21249,1850-01-01,1880-06-01,deceased
20371,20920,21250,1848-01-01,1876-06-01,deceased
20372,20868,21251,1849-01-01,1867-06-01,deceased
20373,20929,21044,1852-01-01,1897-06-01,deceased
20374,20895,21252,1849-01-01,1873-06-01,deceased
20375,21081,21254,1853-01-01,1880-06-01,deceased
20376,21025,21050,1851-01-01,1881-06-01,deceased
20377,21106,21255,1853-01-01,1899-06-01,deceased
20378,20847,21256,1851-01-01,1876-06-01,deceased
20379,21107,21257,1850-01-01,1916-06-01,deceased
20380,20942,20943,1853-01-01,1891-06-01,deceased
20381,20949,21258,1847-01-01,1877-06-01,deceased
20382,21045,20940,1853-01-01,1903-06-01,deceased
20383,20933,21259,1849-01-01,1874-06-01,deceased
20384,21077,21260,1850-01-01,1871-06-01,deceased
20385,20926,21097,1848-01-01,1890-06-01,deceased
20386,21005,21261,1849-01-01,1887-06-01,deceased
20387,21127,21023,1849-01-01,1879-06-01,deceased
20388,21034,21262,1850-01-01,1872-06-01,deceased
20389,20904,21263,1850-01-01,1910-06-01,deceased
20390,20851,21264,1848-01-01,1889-06-01,deceased
20391,21064,21265,1850-01-01,1878-06-01,deceased
20392,21123,21267,1850-01-01,1870-06-01,deceased
20393,20923,21032,1851-01-01,1884-06-01,deceased
20394,20976,21268,1847-01-01,1866-06-01,deceased
20395,20907,21269,1850-01-01,1872-06-01,deceased
20396,20951,21271,1848-01-01,1875-06-01,deceased
20397,20927,21272,1853-01-01,1892-06-01,deceased
20398,20937,21273,1851-01-01,1899-06-01,deceased
20399,21012,21274,1849-01-01,1873-06-01,deceased
20400,21090,21275,1851-01-01,1876-06-01,deceased
20401,21338,21685,1869-01-01,1931-06-01,deceased
20402,21523,21686,1867-01-01,1891-06-01,deceased
20403,21635,21687,1870-01-01,1894-06-01,deceased
20404,21486,21688,1865-01-01,1898-06-01,deceased
20405,21431,21689,1867-01-01,1917-06-01,deceased
20406,21638,21690,1868-01-01,1903-06-01,deceased
20407,21587,21691,1870-01-01,1902-06-01,deceased
20408,21300,21692,1871-01-01,1905-06-01,deceased
20409,21382,21693,1868-01-01,1889-06-01,deceased
20410,21483,21694,1870-01-01,1905-06-01,deceased
20411,21284,21695,1868-01-01,1891-06-01,deceased
20412,21515,21696,1869-01-01,1889-06-01,deceased
20413,21474,21697,1869-01-01,1896-06-01,deceased
20414,21389,21699,1868-01-01,1906-06-01,deceased
20415,21288,21700,1868-01-01,1888-06-01,deceased
20416,21664,21351,1865-01-01,1901-06-01,deceased
20417,21672,21701,1865-01-01,1905-06-01,deceased
20418,21583,21702,1866-01-01,1890-06-01,deceased
20419,21530,21703,1866-01-01,1901-06-01,deceased
20420,21658,21704,1865-01-01,1909-06-01,deceased
20421,21536,21325,1869-01-01,1908-06-01,deceased
20422,21543,21705,1868-01-01,1898-06-01,deceased
20423,21599,21706,1871-01-01,1900-06-01,deceased
20424,21397,21708,1870-01-01,1907-06-01,deceased
20425,21497,21709,1871-01-01,1900-06-01,deceased
20426,21398,21710,1867-01-01,1915-06-01,deceased
20427,21546,21712,1866-01-01,1919-06-01,deceased
20428,21668,21713,1865-01-01,1894-06-01,deceased
20429,21517,21714,1868-01-01,1889-06-01,deceased
20430,21346,21715,1871-01-01,1889-06-01,deceased
20431,21572,21716,1866-01-01,1903-06-01,deceased
20432,21508,21717,1871-01-01,1901-06-01,deceased
20433,21455,21718,1867-01-01,1889-06-01,deceased
20434,21555,21719,1869-01-01,1891-06-01,deceased
20435,21328,21720,1869-01-01,1920-06-01,deceased
20436,21354,21721,1869-01-01,1905-06-01,deceased
20437,21429,21722,1868-01-01,1897-06-01,deceased
20438,21491,21723,1869-01-01,1911-06-01,deceased
20439,21277,21724,1866-01-01,1890-06-01,deceased
20440,21309,21725,1866-01-01,1892-06-01,deceased
20441,21608,21726,1865-01-01,1890-06-01,deceased
20442,21575,21727,1870-01-01,1904-06-01,deceased
20443,21424,21729,1870-01-01,1902-06-01,deceased
20444,21570,21730,1867-01-01,1902-06-01,deceased
20445,21349,21731,1869-01-01,1891-06-01,deceased
20446,21337,21732,1867-01-01,1914-06-01,deceased
20447,21471,21733,1865-01-01,1898-06-01,deceased
20448,21574,21734,1866-01-01,1908-06-01,deceased
20449,21427,21735,1869-01-01,1911-06-01,deceased
20450,21499,21736,1865-01-01,1883-06-01,deceased
20451,21578,21737,1870-01-01,1889-06-01,deceased
20452,21297,21416,1871-01-01,1908-06-01,deceased
20453,21641,21738,1870-01-01,1908-06-01,deceased
20454,21449,21739,1871-01-01,1896-06-01,deceased
20455,21645,21741,1868-01-01,1898-06-01,deceased
20456,21285,21742,1868-01-01,1915-06-01,deceased
20457,21437,21744,1865-01-01,1902-06-01,deceased
20458,21411,21745,1871-01-01,1915-06-01,deceased
20459,21283,21296,1867-01-01,1885-06-01,deceased
20460,21443,21746,1871-01-01,1900-06-01,deceased
20461,21636,21747,1868-01-01,1887-06-01,deceased
20462,21675,21748,1867-01-01,1909-06-01,deceased
20463,21512,21749,1866-01-01,1892-06-01,deceased
20464,21615,21750,1868-01-01,1896-06-01,deceased
20465,21387,21751,1868-01-01,1920-06-01,deceased
20466,21385,21752,1869-01-01,1896-06-01,deceased
20467,21450,21753,1868-01-01,1917-06-01,deceased
20468,21581,21754,1871-01-01,1892-06-01,deceased
20469,21677,21755,1865-01-01,1917-06-01,deceased
20470,21334,21756,1865-01-01,1921-06-01,deceased
20471,21408,21757,1865-01-01,1928-06-01,deceased
20472,21405,21537,1869-01-01,1911-06-01,deceased
20473,21381,21758,1868-01-01,1918-06-01,deceased
20474,21388,21759,1865-01-01,1921-06-01,deceased
20475,21330,21760,1869-01-01,1919-06-01,deceased
20476,21650,21761,1868-01-01,1895-06-01,deceased
20477,21372,21762,1871-01-01,1888-06-01,deceased
20478,21495,21542,1866-01-01,1922-06-01,deceased
20479,21540,21620,1869-01-01,1902-06-01,deceased
20480,21470,21764,1871-01-01,1921-06-01,deceased
20481,21282,21765,1868-01-01,1886-06-01,deceased
20482,21500,21766,1871-01-01,1897-06-01,deceased
20483,21320,21767,1867-01-01,1891-06-01,deceased
20484,21562,21768,1870-01-01,1899-06-01,deceased
20485,21643,21769,1870-01-01,1894-06-01,deceased
20486,21549,21770,1867-01-01,1893-06-01,deceased
20487,21492,21771,1866-01-01,1906-06-01,deceased
20488,21663,21772,1870-01-01,1936-06-01,deceased
20489,21595,21773,1870-01-01,1916-06-01,deceased
20490,21365,21774,1867-01-01,1888-06-01,deceased
20491,21316,21775,1867-01-01,1921-06-01,deceased
20492,21610,21777,1867-01-01,1925-06-01,deceased
20493,21396,21778,1871-01-01,1918-06-01,deceased
20494,21655,21779,1865-01-01,1898-06-01,deceased
20495,21369,21781,1866-01-01,1887-06-01,deceased
20496,21598,21782,1869-01-01,1896-06-01,deceased
20497,21545,21783,1865-01-01,1905-06-01,deceased
20498,21611,21784,1871-01-01,1910-06-01,deceased
20499,21302,21785,1866-01-01,1884-06-01,deceased
20500,21421,21786,1871-01-01,1888-06-01,deceased
20501,21511,21787,1871-01-01,1930-06-01,deceased
20502,21519,21789,1869-01-01,1895-06-01,deceased
20503,21481,21653,1871-01-01,1890-06-01,deceased
20504,21526,21790,1865-01-01,1886-06-01,deceased
20505,21585,21791,1870-01-01,1898-06-01,deceased
20506,21312,21613,1869-01-01,1910-06-01,deceased
20507,21373,21792,1870-01-01,1914-06-01,deceased
20508,21410,21793,1871-01-01,1921-06-01,deceased
20509,21452,21794,1868-01-01,1929-06-01,deceased
20510,21375,21795,1870-01-01,1924-06-01,deceased
20511,21652,21796,1869-01-01,1918-06-01,deceased
20512,21403,21797,1866-01-01,1884-06-01,deceased
20513,21469,21798,1870-01-01,1908-06-01,deceased
20514,21439,21799,1869-01-01,1892-06-01,deceased
20515,21322,21800,1870-01-01,1892-06-01,deceased
