parent_id,child_id,relation_type
20148,20213,mother
20087,20214,father
20148,20214,mother
20114,20215,father
20149,20215,mother
20114,20216,father
20149,20216,mother
20114,20217,father
20149,20217,mother
20114,20218,father
20149,20218,mother
20083,20219,father
20150,20219,mother
20083,20220,father
20150,20220,mother
20083,20221,father
20150,20221,mother
20083,20222,father
20150,20222,mother
20129,20223,father
20151,20223,mother
20129,20224,father
20151,20224,mother
20129,20225,father
20151,20225,mother
20120,20226,father
20152,20226,mother
20120,20227,father
20152,20227,mother
20120,20228,father
20152,20228,mother
20099,20229,father
20100,20229,mother
20099,20230,father
20100,20230,mother
20099,20231,father
20100,20231,mother
20116,20232,father
20153,20232,mother
20116,20233,father
20153,20233,mother
20116,20234,father
20153,20234,mother
20131,20235,father
20154,20235,mother
20131,20236,father
20154,20236,mother
20131,20237,father
20154,20237,mother
20131,20238,father
20154,20238,mother
20107,20239,father
20156,20239,mother
20107,20240,father
20156,20240,mother
20107,20241,father
20156,20241,mother
20101,20242,father
20157,20242,mother
20101,20243,father
20157,20243,mother
20101,20244,father
20157,20244,mother
20101,20245,father
20157,20245,mother
20111,20246,father
20160,20246,mother
20111,20247,father
20160,20247,mother
20111,20248,father
20160,20248,mother
20079,20249,father
20161,20249,mother
20079,20250,father
20161,20250,mother
20079,20251,father
20161,20251,mother
20079,20252,father
20161,20252,mother
20121,20253,father
20162,20253,mother
20121,20254,father
20162,20254,mother
20121,20255,father
20162,20255,mother
20207,20304,father
20256,20304,mother
20207,20305,father
20256,20305,mother
20207,20306,father
20256,20306,mother
20231,20307,father
20257,20307,mother
20231,20308,father
20257,20308,mother
20231,20309,father
20257,20309,mother
20177,20310,father
20258,20310,mother
20177,20311,father
20258,20311,mother
20177,20312,father
20258,20312,mother
20177,20313,father
20258,20313,mother
20188,20314,father
20259,20314,mother
20188,20315,father
20259,20315,mother
20188,20316,father
20259,20316,mother
20188,20317,father
20259,20317,mother
20249,20318,father
20262,20318,mother
20249,20319,father
20262,20319,mother
20249,20320,father
20262,20320,mother
20247,20321,father
20263,20321,mother
20247,20322,father
20263,20322,mother
20247,20323,father
20263,20323,mother
20247,20324,father
20263,20324,mother
20220,20325,father
20265,20325,mother
20220,20326,father
20265,20326,mother
20220,20327,father
20265,20327,mother
20221,20328,father
20266,20328,mother
20221,20329,father
20266,20329,mother
20221,20330,father
20266,20330,mother
20221,20331,father
20266,20331,mother
20194,20332,father
20267,20332,mother
20194,20333,father
20267,20333,mother
20194,20334,father
20267,20334,mother
20194,20335,father
20267,20335,mother
20189,20336,father
20268,20336,mother
20189,20337,father
20268,20337,mother
20189,20338,father
20268,20338,mother
20189,20339,father
20268,20339,mother
20242,20340,father
20270,20340,mother
20242,20341,father
20270,20341,mother
20242,20342,father
20270,20342,mother
20242,20343,father
20270,20343,mother
20198,20344,father
20271,20344,mother
20198,20345,father
20271,20345,mother
20198,20346,father
20271,20346,mother
20198,20347,father
20271,20347,mother
20196,20348,father
20272,20348,mother
20196,20349,father
20272,20349,mother
20196,20350,father
20272,20350,mother
20193,20351,father
20274,20351,mother
20193,20352,father
20274,20352,mother
20193,20353,father
20274,20353,mother
20193,20354,father
20274,20354,mother
20179,20355,father
20275,20355,mother
20179,20356,father
20275,20356,mother
20179,20357,father
20275,20357,mother
20248,20358,father
20276,20358,mother
20248,20359,father
20276,20359,mother
20248,20360,father
20276,20360,mother
20210,20361,father
20212,20361,mother
20210,20362,father
20212,20362,mother
20210,20363,father
20212,20363,mother
20244,20364,father
20277,20364,mother
20244,20365,father
20277,20365,mother
20244,20366,father
20277,20366,mother
20244,20367,father
20277,20367,mother
20214,20368,father
20278,20368,mother
20214,20369,father
20278,20369,mother
20214,20370,father
20278,20370,mother
20214,20371,father
20278,20371,mother
20211,20372,father
20229,20372,mother
20211,20373,father
20229,20373,mother
20211,20374,father
20229,20374,mother
20211,20375,father
20229,20375,mother
20169,20376,father
20175,20376,mother
20169,20377,father
20175,20377,mother
20169,20378,father
20175,20378,mother
20173,20379,father
20280,20379,mother
20173,20380,father
20280,20380,mother
20173,20381,father
20280,20381,mother
20173,20382,father
20280,20382,mother
20163,20383,father
20281,20383,mother
20163,20384,father
20281,20384,mother
20163,20385,father
20281,20385,mother
20163,20386,father
20281,20386,mother
20219,20387,father
20282,20387,mother
20219,20388,father
20282,20388,mother
20219,20389,father
20282,20389,mother
20219,20390,father
20282,20390,mother
20183,20391,father
20283,20391,mother
20183,20392,father
20283,20392,mother
20183,20393,father
20283,20393,mother
20183,20394,father
20283,20394,mother
20181,20395,father
20284,20395,mother
20181,20396,father
20284,20396,mother
20181,20397,father
20284,20397,mother
20240,20398,father
20285,20398,mother
20240,20399,father
20285,20399,mother
20240,20400,father
20285,20400,mother
20240,20401,father
20285,20401,mother
20184,20402,father
20286,20402,mother
20184,20403,father
20286,20403,mother
20184,20404,father
20286,20404,mother
20251,20405,father
20287,20405,mother
20251,20406,father
20287,20406,mother
20251,20407,father
20287,20407,mother
20170,20408,father
20288,20408,mother
20170,20409,father
20288,20409,mother
20170,20410,father
20288,20410,mother
20170,20411,father
20288,20411,mother
20206,20412,father
20289,20412,mother
20206,20413,father
20289,20413,mother
20206,20414,father
20289,20414,mother
20206,20415,father
20289,20415,mother
20237,20416,father
20290,20416,mother
20237,20417,father
20290,20417,mother
20237,20418,father
20290,20418,mother
20237,20419,father
20290,20419,mother
20185,20420,father
20291,20420,mother
20185,20421,father
20291,20421,mother
20185,20422,father
20291,20422,mother
20191,20423,father
20292,20423,mother
20191,20424,father
20292,20424,mother
20191,20425,father
20292,20425,mother
20197,20426,father
20293,20426,mother
20197,20427,father
20293,20427,mother
20197,20428,father
20293,20428,mother
20165,20429,father
20295,20429,mother
20165,20430,father
20295,20430,mother
20165,20431,father
20295,20431,mother
20165,20432,father
20295,20432,mother
20224,20433,father
20296,20433,mother
20224,20434,father
20296,20434,mother
20224,20435,father
20296,20435,mother
20209,20436,father
20297,20436,mother
20209,20437,father
20297,20437,mother
20209,20438,father
20297,20438,mother
20209,20439,father
20297,20439,mother
20236,20440,father
20298,20440,mother
20236,20441,father
20298,20441,mother
20236,20442,father
20298,20442,mother
20254,20443,father
20299,20443,mother
20254,20444,father
20299,20444,mother
20254,20445,father
20299,20445,mother
20230,20446,father
20300,20446,mother
20230,20447,father
20300,20447,mother
20230,20448,father
20300,20448,mother
20225,20449,father
20303,20449,mother
20225,20450,father
20303,20450,mother
20225,20451,father
20303,20451,mother
20352,20518,father
20452,20518,mother
20352,20519,father
20452,20519,mother
20352,20520,father
20452,20520,mother
20396,20521,father
20453,20521,mother
20396,20522,father
20453,20522,mother
20324,20523,father
20454,20523,mother
20324,20524,father
20454,20524,mother
20324,20525,father
20454,20525,mother
20324,20526,father
20454,20526,mother
20362,20527,father
20456,20527,mother
20362,20528,father
20456,20528,mother
20362,20529,father
20456,20529,mother
20321,20530,father
20457,20530,mother
20321,20531,father
20457,20531,mother
20321,20532,father
20457,20532,mother
20321,20533,father
20457,20533,mother
20379,20534,father
20414,20534,mother
20379,20535,father
20414,20535,mother
20379,20536,father
20414,20536,mother
20342,20537,father
20458,20537,mother
20342,20538,father
20458,20538,mother
20342,20539,father
20458,20539,mother
20342,20540,father
20458,20540,mother
20440,20541,father
20459,20541,mother
20440,20542,father
20459,20542,mother
20410,20543,father
20460,20543,mother
20410,20544,father
20460,20544,mother
20425,20545,father
20461,20545,mother
20425,20546,father
20461,20546,mother
20425,20547,father
20461,20547,mother
20425,20548,father
20461,20548,mother
20449,20549,father
20462,20549,mother
20449,20550,father
20462,20550,mother
20449,20551,father
20462,20551,mother
20313,20552,father
20463,20552,mother
20313,20553,father
20463,20553,mother
20313,20554,father
20463,20554,mother
20313,20555,father
20463,20555,mother
20368,20556,father
20426,20556,mother
20368,20557,father
20426,20557,mother
20368,20558,father
20426,20558,mother
20404,20559,father
20464,20559,mother
20404,20560,father
20464,20560,mother
20404,20561,father
20464,20561,mother
20415,20562,father
20465,20562,mother
20415,20563,father
20465,20563,mother
20415,20564,father
20465,20564,mother
20415,20565,father
20465,20565,mother
20383,20566,father
20467,20566,mother
20383,20567,father
20467,20567,mother
20383,20568,father
20467,20568,mother
20383,20569,father
20467,20569,mother
20337,20570,father
20468,20570,mother
20337,20571,father
20468,20571,mother
20337,20572,father
20468,20572,mother
20337,20573,father
20468,20573,mother
20390,20574,father
20469,20574,mother
20390,20575,father
20469,20575,mother
20421,20576,father
20406,20576,mother
20421,20577,father
20406,20577,mother
20421,20578,father
20406,20578,mother
20421,20579,father
20406,20579,mother
20446,20580,father
20470,20580,mother
20446,20581,father
20470,20581,mother
20360,20582,father
20471,20582,mother
20360,20583,father
20471,20583,mother
20360,20584,father
20471,20584,mother
20356,20585,father
20401,20585,mother
20356,20586,father
20401,20586,mother
20356,20587,father
20401,20587,mother
20356,20588,father
20401,20588,mother
20443,20589,father
20472,20589,mother
20443,20590,father
20472,20590,mother
20443,20591,father
20472,20591,mother
20443,20592,father
20472,20592,mother
20345,20593,father
20473,20593,mother
20345,20594,father
20473,20594,mother
20340,20595,father
20474,20595,mother
20340,20596,father
20474,20596,mother
20340,20597,father
20474,20597,mother
20340,20598,father
20474,20598,mother
20370,20599,father
20475,20599,mother
20370,20600,father
20475,20600,mother
20370,20601,father
20475,20601,mother
20370,20602,father
20475,20602,mother
20395,20603,father
20476,20603,mother
20395,20604,father
20476,20604,mother
20395,20605,father
20476,20605,mother
20395,20606,father
20476,20606,mother
20418,20607,father
20477,20607,mother
20418,20608,father
20477,20608,mother
20418,20609,father
20477,20609,mother
20418,20610,father
20477,20610,mother
20376,20611,father
20478,20611,mother
20376,20612,father
20478,20612,mother
20376,20613,father
20478,20613,mother
20376,20614,father
20478,20614,mother
20389,20615,father
20479,20615,mother
20389,20616,father
20479,20616,mother
20389,20617,father
20479,20617,mother
20407,20618,father
20480,20618,mother
20407,20619,father
20480,20619,mother
20407,20620,father
20480,20620,mother
20419,20621,father
20481,20621,mother
20419,20622,father
20481,20622,mother
20419,20623,father
20481,20623,mother
20393,20624,father
20482,20624,mother
20393,20625,father
20482,20625,mother
20393,20626,father
20482,20626,mother
20326,20627,father
20483,20627,mother
20326,20628,father
20483,20628,mother
20326,20629,father
20483,20629,mother
20326,20630,father
20483,20630,mother
20392,20631,father
20484,20631,mother
20392,20632,father
20484,20632,mother
20392,20633,father
20484,20633,mother
20441,20634,father
20485,20634,mother
20441,20635,father
20485,20635,mother
20441,20636,father
20485,20636,mother
20441,20637,father
20485,20637,mother
20439,20638,father
20486,20638,mother
20439,20639,father
20486,20639,mother
20439,20640,father
20486,20640,mother
20439,20641,father
20486,20641,mother
20402,20642,father
20487,20642,mother
20402,20643,father
20487,20643,mother
20361,20644,father
20488,20644,mother
20361,20645,father
20488,20645,mother
20429,20646,father
20489,20646,mother
20429,20647,father
20489,20647,mother
20429,20648,father
20489,20648,mother
20429,20649,father
20489,20649,mother
20427,20650,father
20490,20650,mother
20427,20651,father
20490,20651,mother
20427,20652,father
20490,20652,mother
20437,20653,father
20491,20653,mother
20437,20654,father
20491,20654,mother
20437,20655,father
20491,20655,mother
20309,20656,father
20492,20656,mother
20309,20657,father
20492,20657,mother
20309,20658,father
20492,20658,mother
20309,20659,father
20492,20659,mother
20400,20660,father
20493,20660,mother
20400,20661,father
20493,20661,mother
20405,20662,father
20494,20662,mother
20405,20663,father
20494,20663,mother
20405,20664,father
20494,20664,mother
20347,20665,father
20495,20665,mother
20347,20666,father
20495,20666,mother
20347,20667,father
20495,20667,mother
20347,20668,father
20495,20668,mother
20320,20669,father
20496,20669,mother
20320,20670,father
20496,20670,mother
20386,20671,father
20339,20671,mother
20386,20672,father
20339,20672,mother
20386,20673,father
20339,20673,mother
20374,20674,father
20497,20674,mother
20374,20675,father
20497,20675,mother
20374,20676,father
20497,20676,mother
20306,20677,father
20498,20677,mother
20306,20678,father
20498,20678,mother
20306,20679,father
20498,20679,mother
20307,20680,father
20499,20680,mother
20307,20681,father
20499,20681,mother
20307,20682,father
20499,20682,mother
20307,20683,father
20499,20683,mother
20435,20684,father
20500,20684,mother
20435,20685,father
20500,20685,mother
20420,20686,father
20501,20686,mother
20420,20687,father
20501,20687,mother
20323,20688,father
20397,20688,mother
20323,20689,father
20397,20689,mother
20323,20690,father
20397,20690,mother
20323,20691,father
20397,20691,mother
20359,20692,father
20503,20692,mother
20359,20693,father
20503,20693,mother
20359,20694,father
20503,20694,mother
20334,20695,father
20504,20695,mother
20334,20696,father
20504,20696,mother
20387,20697,father
20505,20697,mother
20387,20698,father
20505,20698,mother
20387,20699,father
20505,20699,mother
20364,20700,father
20506,20700,mother
20364,20701,father
20506,20701,mother
20364,20702,father
20506,20702,mother
20317,20703,father
20507,20703,mother
20317,20704,father
20507,20704,mother
20317,20705,father
20507,20705,mother
20431,20706,father
20508,20706,mother
20431,20707,father
20508,20707,mother
20431,20708,father
20508,20708,mother
20366,20709,father
20509,20709,mother
20366,20710,father
20509,20710,mother
20366,20711,father
20509,20711,mother
20366,20712,father
20509,20712,mother
20434,20713,father
20511,20713,mother
20434,20714,father
20511,20714,mother
20434,20715,father
20511,20715,mother
20372,20716,father
20512,20716,mother
20372,20717,father
20512,20717,mother
20331,20718,father
20513,20718,mother
20331,20719,father
20513,20719,mother
20331,20720,father
20513,20720,mother
20331,20721,father
20513,20721,mother
20338,20722,father
20394,20722,mother
20338,20723,father
20394,20723,mother
20338,20724,father
20394,20724,mother
20338,20725,father
20394,20725,mother
20409,20726,father
20514,20726,mother
20409,20727,father
20514,20727,mother
20329,20728,father
20515,20728,mother
20329,20729,father
20515,20729,mother
20329,20730,father
20515,20730,mother
20413,20731,father
20516,20731,mother
20413,20732,father
20516,20732,mother
20413,20733,father
20516,20733,mother
20413,20734,father
20516,20734,mother
20333,20735,father
20517,20735,mother
20333,20736,father
20517,20736,mother
20645,20842,father
20737,20842,mother
20645,20843,father
20737,20843,mother
20590,20844,father
20738,20844,mother
20590,20845,father
20738,20845,mother
20614,20846,father
20739,20846,mother
20614,20847,father
20739,20847,mother
20614,20848,father
20739,20848,mother
20614,20849,father
20739,20849,mother
20624,20850,father
20741,20850,mother
20624,20851,father
20741,20851,mother
20734,20852,father
20742,20852,mother
20734,20853,father
20742,20853,mother
20607,20854,father
20743,20854,mother
20607,20855,father
20743,20855,mother
20656,20856,father
20744,20856,mother
20656,20857,father
20744,20857,mother
20552,20858,father
20745,20858,mother
20552,20859,father
20745,20859,mother
20552,20860,father
20745,20860,mother
20687,20861,father
20747,20861,mother
20687,20862,father
20747,20862,mother
20687,20863,father
20747,20863,mother
20687,20864,father
20747,20864,mother
20660,20865,father
20748,20865,mother
20660,20866,father
20748,20866,mother
20660,20867,father
20748,20867,mother
20660,20868,father
20748,20868,mother
20731,20869,father
20749,20869,mother
20731,20870,father
20749,20870,mother
20731,20871,father
20749,20871,mother
20667,20872,father
20750,20872,mother
20667,20873,father
20750,20873,mother
20667,20874,father
20750,20874,mother
20621,20875,father
20751,20875,mother
20621,20876,father
20751,20876,mother
20704,20877,father
20752,20877,mother
20704,20878,father
20752,20878,mother
20540,20879,father
20753,20879,mother
20540,20880,father
20753,20880,mother
20540,20881,father
20753,20881,mother
20540,20882,father
20753,20882,mother
20604,20883,father
20754,20883,mother
20604,20884,father
20754,20884,mother
20604,20885,father
20754,20885,mother
20668,20886,father
20755,20886,mother
20668,20887,father
20755,20887,mother
20668,20888,father
20755,20888,mother
20638,20889,father
20618,20889,mother
20638,20890,father
20618,20890,mother
20638,20891,father
20618,20891,mother
20638,20892,father
20618,20892,mother
20693,20893,father
20756,20893,mother
20693,20894,father
20756,20894,mother
20639,20895,father
20757,20895,mother
20639,20896,father
20757,20896,mother
20629,20897,father
20758,20897,mother
20629,20898,father
20758,20898,mother
20555,20899,father
20759,20899,mother
20555,20900,father
20759,20900,mother
20561,20901,father
20760,20901,mother
20561,20902,father
20760,20902,mother
20699,20903,father
20761,20903,mother
20699,20904,father
20761,20904,mother
20619,20905,father
20763,20905,mother
20619,20906,father
20763,20906,mother
20565,20907,father
20764,20907,mother
20565,20908,father
20764,20908,mother
20565,20909,father
20764,20909,mother
20565,20910,father
20764,20910,mother
20587,20911,father
20765,20911,mother
20587,20912,father
20765,20912,mother
20587,20913,father
20765,20913,mother
20587,20914,father
20765,20914,mother
20647,20915,father
20766,20915,mother
20647,20916,father
20766,20916,mother
20544,20917,father
20767,20917,mother
20544,20918,father
20767,20918,mother
20544,20919,father
20767,20919,mother
20544,20920,father
20767,20920,mother
20716,20921,father
20768,20921,mother
20716,20922,father
20768,20922,mother
20716,20923,father
20768,20923,mother
20716,20924,father
20768,20924,mother
20522,20925,father
20769,20925,mother
20522,20926,father
20769,20926,mother
20563,20927,father
20770,20927,mother
20563,20928,father
20770,20928,mother
20585,20929,father
20771,20929,mother
20585,20930,father
20771,20930,mother
20585,20931,father
20771,20931,mother
20635,20932,father
20772,20932,mother
20635,20933,father
20772,20933,mother
20617,20934,father
20773,20934,mother
20617,20935,father
20773,20935,mother
20549,20936,father
20546,20936,mother
20549,20937,father
20546,20937,mother
20549,20938,father
20546,20938,mother
20549,20939,father
20546,20939,mother
20651,20940,father
20774,20940,mother
20651,20941,father
20774,20941,mother
20651,20942,father
20774,20942,mother
20646,20943,father
20775,20943,mother
20646,20944,father
20775,20944,mother
20625,20945,father
20776,20945,mother
20625,20946,father
20776,20946,mother
20625,20947,father
20776,20947,mother
20625,20948,father
20776,20948,mother
20679,20949,father
20778,20949,mother
20679,20950,father
20778,20950,mother
20628,20951,father
20779,20951,mother
20628,20952,father
20779,20952,mother
20719,20953,father
20780,20953,mother
20719,20954,father
20780,20954,mother
20719,20955,father
20780,20955,mother
20571,20956,father
20781,20956,mother
20571,20957,father
20781,20957,mother
20571,20958,father
20781,20958,mother
20736,20959,father
20782,20959,mother
20736,20960,father
20782,20960,mother
20736,20961,father
20782,20961,mother
20736,20962,father
20782,20962,mother
20537,20963,father
20784,20963,mother
20537,20964,father
20784,20964,mother
20557,20965,father
20785,20965,mother
20557,20966,father
20785,20966,mother
20520,20967,father
20786,20967,mother
20520,20968,father
20786,20968,mother
20520,20969,father
20786,20969,mother
20589,20970,father
20787,20970,mother
20589,20971,father
20787,20971,mother
20589,20972,father
20787,20972,mother
20589,20973,father
20787,20973,mother
20708,20974,father
20788,20974,mother
20708,20975,father
20788,20975,mother
20708,20976,father
20788,20976,mother
20598,20977,father
20790,20977,mother
20598,20978,father
20790,20978,mother
20598,20979,father
20790,20979,mother
20643,20980,father
20791,20980,mother
20643,20981,father
20791,20981,mother
20643,20982,father
20791,20982,mother
20523,20983,father
20792,20983,mother
20523,20984,father
20792,20984,mother
20523,20985,father
20792,20985,mother
20527,20986,father
20794,20986,mother
20527,20987,father
20794,20987,mother
20527,20988,father
20794,20988,mother
20673,20989,father
20795,20989,mother
20673,20990,father
20795,20990,mother
20564,20991,father
20796,20991,mother
20564,20992,father
20796,20992,mother
20725,20993,father
20797,20993,mother
20725,20994,father
20797,20994,mother
20725,20995,father
20797,20995,mother
20725,20996,father
20797,20996,mother
20698,20997,father
20798,20997,mother
20698,20998,father
20798,20998,mother
20664,20999,father
20799,20999,mother
20664,21000,father
20799,21000,mother
20664,21001,father
20799,21001,mother
20570,21002,father
20800,21002,mother
20570,21003,father
20800,21003,mother
20556,21004,father
20801,21004,mother
20556,21005,father
20801,21005,mother
20556,21006,father
20801,21006,mother
20577,21007,father
20802,21007,mother
20577,21008,father
20802,21008,mother
20577,21009,father
20802,21009,mother
20577,21010,father
20802,21010,mother
20634,21011,father
20803,21011,mother
20634,21012,father
20803,21012,mother
20634,21013,father
20803,21013,mother
20634,21014,father
20803,21014,mother
20663,21015,father
20804,21015,mother
20663,21016,father
20804,21016,mother
20663,21017,father
20804,21017,mother
20663,21018,father
20804,21018,mother
20681,21019,father
20805,21019,mother
20681,21020,father
20805,21020,mother
20681,21021,father
20805,21021,mother
20726,21022,father
20806,21022,mother
20726,21023,father
20806,21023,mother
20726,21024,father
20806,21024,mother
20726,21025,father
20806,21025,mother
20525,21026,father
20613,21026,mother
20525,21027,father
20613,21027,mother
20525,21028,father
20613,21028,mother
20545,21029,father
20652,21029,mother
20545,21030,father
20652,21030,mother
20683,21031,father
20807,21031,mother
20683,21032,father
20807,21032,mother
20683,21033,father
20807,21033,mother
20674,21034,father
20808,21034,mother
20674,21035,father
20808,21035,mother
20674,21036,father
20808,21036,mother
20674,21037,father
20808,21037,mother
20721,21038,father
20809,21038,mother
20721,21039,father
20809,21039,mother
20650,21040,father
20735,21040,mother
20650,21041,father
20735,21041,mother
20602,21042,father
20811,21042,mother
20602,21043,father
20811,21043,mother
20602,21044,father
20811,21044,mother
20720,21045,father
20812,21045,mother
20720,21046,father
20812,21046,mother
20729,21047,father
20678,21047,mother
20729,21048,father
20678,21048,mother
20729,21049,father
20678,21049,mother
20633,21050,father
20814,21050,mother
20633,21051,father
20814,21051,mother
20633,21052,father
20814,21052,mother
20579,21053,father
20815,21053,mother
20579,21054,father
20815,21054,mother
20579,21055,father
20815,21055,mother
20579,21056,father
20815,21056,mother
20689,21057,father
20816,21057,mother
20689,21058,father
20816,21058,mother
20689,21059,father
20816,21059,mother
20689,21060,father
20816,21060,mother
20700,21061,father
20817,21061,mother
20700,21062,father
20817,21062,mother
20700,21063,father
20817,21063,mother
20682,21064,father
20818,21064,mother
20682,21065,father
20818,21065,mother
20682,21066,father
20818,21066,mother
20682,21067,father
20818,21067,mother
20526,21068,father
20819,21068,mother
20526,21069,father
20819,21069,mother
20581,21070,father
20644,21070,mother
20581,21071,father
20644,21071,mother
20581,21072,father
20644,21072,mother
20581,21073,father
20644,21073,mother
20676,21074,father
20821,21074,mother
20676,21075,father
20821,21075,mother
20676,21076,father
20821,21076,mother
20676,21077,father
20821,21077,mother
20593,21078,father
20823,21078,mother
20593,21079,father
20823,21079,mother
20593,21080,father
20823,21080,mother
20547,21081,father
20824,21081,mother
20547,21082,father
20824,21082,mother
20547,21083,father
20824,21083,mother
20547,21084,father
20824,21084,mother
20695,21085,father
20825,21085,mother
20695,21086,father
20825,21086,mother
20695,21087,father
20825,21087,mother
20658,21088,father
20826,21088,mother
20658,21089,father
20826,21089,mother
20658,21090,father
20826,21090,mother
20550,21091,father
20827,21091,mother
20550,21092,father
20827,21092,mother
20550,21093,father
20827,21093,mother
20550,21094,father
20827,21094,mother
20715,21095,father
20828,21095,mother
20715,21096,father
20828,21096,mother
20715,21097,father
20828,21097,mother
20715,21098,father
20828,21098,mother
20605,21099,father
20829,21099,mother
20605,21100,father
20829,21100,mother
20583,21101,father
20833,21101,mother
20583,21102,father
20833,21102,mother
20583,21103,father
20833,21103,mother
20583,21104,father
20833,21104,mother
20597,21105,father
20834,21105,mother
20597,21106,father
20834,21106,mother
20597,21107,father
20834,21107,mother
20597,21108,father
20834,21108,mother
20572,21109,father
