parent_id,child_id,relation_type
30244,30343,father
30288,30343,mother
30244,30344,father
30288,30344,mother
30244,30345,father
30288,30345,mother
30197,30346,father
30289,30346,mother
30197,30347,father
30289,30347,mother
30197,30348,father
30289,30348,mother
30236,30349,father
30242,30349,mother
30236,30350,father
30242,30350,mother
30236,30351,father
30242,30351,mother
30236,30352,father
30242,30352,mother
30241,30353,father
30227,30353,mother
30241,30354,father
30227,30354,mother
30241,30355,father
30227,30355,mother
30196,30356,father
30291,30356,mother
30196,30357,father
30291,30357,mother
30196,30358,father
30291,30358,mother
30196,30359,father
30291,30359,mother
30213,30360,father
30292,30360,mother
30213,30361,father
30292,30361,mother
30213,30362,father
30292,30362,mother
30213,30363,father
30292,30363,mother
30284,30364,father
30293,30364,mother
30284,30365,father
30293,30365,mother
30284,30366,father
30293,30366,mother
30262,30367,father
30295,30367,mother
30262,30368,father
30295,30368,mother
30262,30369,father
30295,30369,mother
30262,30370,father
30295,30370,mother
30282,30371,father
30296,30371,mother
30282,30372,father
30296,30372,mother
30282,30373,father
30296,30373,mother
30282,30374,father
30296,30374,mother
30268,30375,father
30297,30375,mother
30268,30376,father
30297,30376,mother
30268,30377,father
30297,30377,mother
30268,30378,father
30297,30378,mother
30201,30379,father
30298,30379,mother
30201,30380,father
30298,30380,mother
30201,30381,father
30298,30381,mother
30281,30382,father
30299,30382,mother
30281,30383,father
30299,30383,mother
30281,30384,father
30299,30384,mother
30189,30385,father
30300,30385,mother
30189,30386,father
30300,30386,mother
30189,30387,father
30300,30387,mother
30189,30388,father
30300,30388,mother
30274,30389,father
30301,30389,mother
30274,30390,father
30301,30390,mother
30274,30391,father
30301,30391,mother
30274,30392,father
30301,30392,mother
30276,30393,father
30302,30393,mother
30276,30394,father
30302,30394,mother
30276,30395,father
30302,30395,mother
30276,30396,father
30302,30396,mother
30257,30397,father
30204,30397,mother
30257,30398,father
30204,30398,mother
30257,30399,father
30204,30399,mother
30257,30400,father
30204,30400,mother
30222,30401,father
30303,30401,mother
30222,30402,father
30303,30402,mother
30222,30403,father
30303,30403,mother
30222,30404,father
30303,30404,mother
30220,30405,father
30304,30405,mother
30220,30406,father
30304,30406,mother
30220,30407,father
30304,30407,mother
30226,30408,father
30234,30408,mother
30226,30409,father
30234,30409,mother
30226,30410,father
30234,30410,mother
30226,30411,father
30234,30411,mother
30207,30412,father
30305,30412,mother
30207,30413,father
30305,30413,mother
30207,30414,father
30305,30414,mother
30207,30415,father
30305,30415,mother
30264,30416,father
30307,30416,mother
30264,30417,father
30307,30417,mother
30264,30418,father
30307,30418,mother
30264,30419,father
30307,30419,mother
30271,30420,father
30308,30420,mother
30271,30421,father
30308,30421,mother
30271,30422,father
30308,30422,mother
30271,30423,father
30308,30423,mother
30223,30424,father
30309,30424,mother
30223,30425,father
30309,30425,mother
30223,30426,father
30309,30426,mother
30223,30427,father
30309,30427,mother
30272,30428,father
30310,30428,mother
30272,30429,father
30310,30429,mother
30272,30430,father
30310,30430,mother
30202,30431,father
30240,30431,mother
30202,30432,father
30240,30432,mother
30202,30433,father
30240,30433,mother
30250,30434,father
30311,30434,mother
30250,30435,father
30311,30435,mother
30250,30436,father
30311,30436,mother
30250,30437,father
30311,30437,mother
30237,30438,father
30312,30438,mother
30237,30439,father
30312,30439,mother
30237,30440,father
30312,30440,mother
30237,30441,father
30312,30441,mother
30190,30442,father
30314,30442,mother
30190,30443,father
30314,30443,mother
30190,30444,father
30314,30444,mother
30190,30445,father
30314,30445,mother
30233,30446,father
30260,30446,mother
30233,30447,father
30260,30447,mother
30233,30448,father
30260,30448,mother
30245,30449,father
30315,30449,mother
30245,30450,father
30315,30450,mother
30245,30451,father
30315,30451,mother
30245,30452,father
30315,30452,mother
30252,30453,father
30316,30453,mother
30252,30454,father
30316,30454,mother
30252,30455,father
30316,30455,mother
30216,30456,father
30317,30456,mother
30216,30457,father
30317,30457,mother
30216,30458,father
30317,30458,mother
30229,30459,father
30318,30459,mother
30229,30460,father
30318,30460,mother
30229,30461,father
30318,30461,mother
30230,30462,father
30319,30462,mother
30230,30463,father
30319,30463,mother
30230,30464,father
30319,30464,mother
30230,30465,father
30319,30465,mother
30191,30466,father
30320,30466,mother
30191,30467,father
30320,30467,mother
30191,30468,father
30320,30468,mother
30210,30469,father
30321,30469,mother
30210,30470,father
30321,30470,mother
30210,30471,father
30321,30471,mother
30210,30472,father
30321,30472,mother
30258,30473,father
30322,30473,mother
30258,30474,father
30322,30474,mother
30258,30475,father
30322,30475,mother
30261,30476,father
30323,30476,mother
30261,30477,father
30323,30477,mother
30261,30478,father
30323,30478,mother
30195,30479,father
30324,30479,mother
30195,30480,father
30324,30480,mother
30195,30481,father
30324,30481,mother
30199,30482,father
30325,30482,mother
30199,30483,father
30325,30483,mother
30199,30484,father
30325,30484,mother
30283,30485,father
30326,30485,mother
30283,30486,father
30326,30486,mother
30283,30487,father
30326,30487,mother
30283,30488,father
30326,30488,mother
30212,30489,father
30328,30489,mother
30212,30490,father
30328,30490,mother
30212,30491,father
30328,30491,mother
30212,30492,father
30328,30492,mother
30249,30493,father
30329,30493,mother
30249,30494,father
30329,30494,mother
30249,30495,father
30329,30495,mother
30248,30496,father
30330,30496,mother
30248,30497,father
30330,30497,mother
30248,30498,father
30330,30498,mother
30248,30499,father
30330,30499,mother
30235,30500,father
30331,30500,mother
30235,30501,father
30331,30501,mother
30235,30502,father
30331,30502,mother
30254,30503,father
30332,30503,mother
30254,30504,father
30332,30504,mother
30254,30505,father
30332,30505,mother
30208,30506,father
30334,30506,mother
30208,30507,father
30334,30507,mother
30208,30508,father
30334,30508,mother
30232,30509,father
30335,30509,mother
30232,30510,father
30335,30510,mother
30232,30511,father
30335,30511,mother
30232,30512,father
30335,30512,mother
30225,30513,father
30336,30513,mother
30225,30514,father
30336,30514,mother
30225,30515,father
30336,30515,mother
30225,30516,father
30336,30516,mother
30345,30595,father
30517,30595,mother
30345,30596,father
30517,30596,mother
30345,30597,father
30517,30597,mother
30516,30598,father
30518,30598,mother
30516,30599,father
30518,30599,mother
30516,30600,father
30518,30600,mother
30350,30601,father
30519,30601,mother
30350,30602,father
30519,30602,mother
30350,30603,father
30519,30603,mother
30350,30604,father
30519,30604,mother
30434,30605,father
30520,30605,mother
30434,30606,father
30520,30606,mother
30434,30607,father
30520,30607,mother
30356,30608,father
30521,30608,mother
30356,30609,father
30521,30609,mother
30356,30610,father
30521,30610,mother
30356,30611,father
30521,30611,mother
30394,30612,father
30471,30612,mother
30394,30613,father
30471,30613,mother
30394,30614,father
30471,30614,mother
30490,30615,father
30522,30615,mother
30490,30616,father
30522,30616,mother
30490,30617,father
30522,30617,mother
30490,30618,father
30522,30618,mother
30483,30619,father
30523,30619,mother
30483,30620,father
30523,30620,mother
30483,30621,father
30523,30621,mother
30455,30622,father
30367,30622,mother
30455,30623,father
30367,30623,mother
30455,30624,father
30367,30624,mother
30455,30625,father
30367,30625,mother
30480,30626,father
30524,30626,mother
30480,30627,father
30524,30627,mother
30480,30628,father
30524,30628,mother
30440,30629,father
30526,30629,mother
30440,30630,father
30526,30630,mother
30440,30631,father
30526,30631,mother
30440,30632,father
30526,30632,mother
30374,30633,father
30528,30633,mother
30374,30634,father
30528,30634,mother
30374,30635,father
30528,30635,mother
30374,30636,father
30528,30636,mother
30358,30637,father
30530,30637,mother
30358,30638,father
30530,30638,mother
30358,30639,father
30530,30639,mother
30358,30640,father
30530,30640,mother
30468,30641,father
30532,30641,mother
30468,30642,father
30532,30642,mother
30468,30643,father
30532,30643,mother
30397,30644,father
30533,30644,mother
30397,30645,father
30533,30645,mother
30397,30646,father
30533,30646,mother
30397,30647,father
30533,30647,mother
30404,30648,father
30498,30648,mother
30404,30649,father
30498,30649,mother
30404,30650,father
30498,30650,mother
30404,30651,father
30498,30651,mother
30432,30652,father
30534,30652,mother
30432,30653,father
30534,30653,mother
30432,30654,father
30534,30654,mother
30448,30655,father
30535,30655,mother
30448,30656,father
30535,30656,mother
30448,30657,father
30535,30657,mother
30481,30658,father
30458,30658,mother
30481,30659,father
30458,30659,mother
30481,30660,father
30458,30660,mother
30481,30661,father
30458,30661,mother
30395,30662,father
30536,30662,mother
30395,30663,father
30536,30663,mother
30395,30664,father
30536,30664,mother
30496,30665,father
30537,30665,mother
30496,30666,father
30537,30666,mother
30496,30667,father
30537,30667,mother
30496,30668,father
30537,30668,mother
30403,30669,father
30538,30669,mother
30403,30670,father
30538,30670,mother
30403,30671,father
30538,30671,mother
30419,30672,father
30539,30672,mother
30419,30673,father
30539,30673,mother
30419,30674,father
30539,30674,mother
30419,30675,father
30539,30675,mother
30365,30676,father
30540,30676,mother
30365,30677,father
30540,30677,mother
30365,30678,father
30540,30678,mother
30365,30679,father
30540,30679,mother
30433,30680,father
30541,30680,mother
30433,30681,father
30541,30681,mother
30433,30682,father
30541,30682,mother
30511,30683,father
30543,30683,mother
30511,30684,father
30543,30684,mother
30511,30685,father
30543,30685,mother
30375,30686,father
30544,30686,mother
30375,30687,father
30544,30687,mother
30375,30688,father
30544,30688,mother
30385,30689,father
30545,30689,mother
30385,30690,father
30545,30690,mother
30385,30691,father
30545,30691,mother
30385,30692,father
30545,30692,mother
30505,30693,father
30546,30693,mother
30505,30694,father
30546,30694,mother
30505,30695,father
30546,30695,mother
30505,30696,father
30546,30696,mother
30348,30697,father
30547,30697,mother
30348,30698,father
30547,30698,mother
30348,30699,father
30547,30699,mother
30348,30700,father
30547,30700,mother
30390,30701,father
30379,30701,mother
30390,30702,father
30379,30702,mother
30390,30703,father
30379,30703,mother
30390,30704,father
30379,30704,mother
30435,30705,father
30548,30705,mother
30435,30706,father
30548,30706,mother
30435,30707,father
30548,30707,mother
30435,30708,father
30548,30708,mother
30342,30709,father
30549,30709,mother
30342,30710,father
30549,30710,mother
30342,30711,father
30549,30711,mother
30342,30712,father
30549,30712,mother
30413,30713,father
30550,30713,mother
30413,30714,father
30550,30714,mother
30413,30715,father
30550,30715,mother
30422,30716,father
30551,30716,mother
30422,30717,father
30551,30717,mother
30422,30718,father
30551,30718,mother
30408,30719,father
30552,30719,mother
30408,30720,father
30552,30720,mother
30408,30721,father
30552,30721,mother
30406,30722,father
30553,30722,mother
30406,30723,father
30553,30723,mother
30406,30724,father
30553,30724,mother
30406,30725,father
30553,30725,mother
30427,30726,father
30554,30726,mother
30427,30727,father
30554,30727,mother
30427,30728,father
30554,30728,mother
30427,30729,father
30554,30729,mother
30363,30730,father
30556,30730,mother
30363,30731,father
30556,30731,mother
30363,30732,father
30556,30732,mother
30363,30733,father
30556,30733,mother
30377,30734,father
30343,30734,mother
30377,30735,father
30343,30735,mother
30377,30736,father
30343,30736,mother
30430,30737,father
30559,30737,mother
30430,30738,father
30559,30738,mother
30430,30739,father
30559,30739,mother
30389,30740,father
30560,30740,mother
30389,30741,father
30560,30741,mother
30389,30742,father
30560,30742,mother
30389,30743,father
30560,30743,mother
30509,30744,father
30561,30744,mother
30509,30745,father
30561,30745,mother
30509,30746,father
30561,30746,mother
30509,30747,father
30561,30747,mother
30459,30748,father
30361,30748,mother
30459,30749,father
30361,30749,mother
30459,30750,father
30361,30750,mother
30459,30751,father
30361,30751,mother
30426,30752,father
30563,30752,mother
30426,30753,father
30563,30753,mother
30426,30754,father
30563,30754,mother
30393,30755,father
30476,30755,mother
30393,30756,father
30476,30756,mother
30393,30757,father
30476,30757,mother
30393,30758,father
30476,30758,mother
30450,30759,father
30564,30759,mother
30450,30760,father
30564,30760,mother
30450,30761,father
30564,30761,mother
30416,30762,father
30565,30762,mother
30416,30763,father
30565,30763,mother
30416,30764,father
30565,30764,mother
30439,30765,father
30566,30765,mother
30439,30766,father
30566,30766,mother
30439,30767,father
30566,30767,mother
30439,30768,father
30566,30768,mother
30415,30769,father
30568,30769,mother
30415,30770,father
30568,30770,mother
30415,30771,father
30568,30771,mother
30487,30772,father
30569,30772,mother
30487,30773,father
30569,30773,mother
30487,30774,father
30569,30774,mother
30487,30775,father
30569,30775,mother
30507,30776,father
30571,30776,mother
30507,30777,father
30571,30777,mother
30507,30778,father
30571,30778,mother
30486,30779,father
30572,30779,mother
30486,30780,father
30572,30780,mother
30486,30781,father
30572,30781,mother
30486,30782,father
30572,30782,mother
30384,30783,father
30409,30783,mother
30384,30784,father
30409,30784,mother
30384,30785,father
30409,30785,mother
30384,30786,father
30409,30786,mother
30429,30787,father
30573,30787,mother
30429,30788,father
30573,30788,mother
30429,30789,father
30573,30789,mother
30429,30790,father
30573,30790,mother
30453,30791,father
30574,30791,mother
30453,30792,father
30574,30792,mother
30453,30793,father
30574,30793,mother
30443,30794,father
30575,30794,mother
30443,30795,father
30575,30795,mother
30443,30796,father
30575,30796,mother
30494,30797,father
30576,30797,mother
30494,30798,father
30576,30798,mother
30494,30799,father
30576,30799,mother
30414,30800,father
30577,30800,mother
30414,30801,father
30577,30801,mother
30414,30802,father
30577,30802,mother
30340,30803,father
30578,30803,mother
30340,30804,father
30578,30804,mother
30340,30805,father
30578,30805,mother
30469,30806,father
30579,30806,mother
30469,30807,father
30579,30807,mother
30469,30808,father
30579,30808,mother
30469,30809,father
30579,30809,mother
30424,30810,father
30580,30810,mother
30424,30811,father
30580,30811,mother
30424,30812,father
30580,30812,mother
30424,30813,father
30580,30813,mother
30463,30814,father
30581,30814,mother
30463,30815,father
30581,30815,mother
30463,30816,father
30581,30816,mother
30353,30817,father
30582,30817,mother
30353,30818,father
30582,30818,mother
30353,30819,father
30582,30819,mother
30366,30820,father
30583,30820,mother
30366,30821,father
30583,30821,mother
30366,30822,father
30583,30822,mother
30366,30823,father
30583,30823,mother
30346,30824,father
30584,30824,mother
30346,30825,father
30584,30825,mother
30346,30826,father
30584,30826,mother
30346,30827,father
30584,30827,mother
30461,30828,father
30585,30828,mother
30461,30829,father
30585,30829,mother
30461,30830,father
30585,30830,mother
30461,30831,father
30585,30831,mother
30386,30832,father
30586,30832,mother
30386,30833,father
30586,30833,mother
30386,30834,father
30586,30834,mother
30411,30835,father
30587,30835,mother
30411,30836,father
30587,30836,mother
30411,30837,father
30587,30837,mother
30411,30838,father
30587,30838,mother
30354,30839,father
30588,30839,mother
30354,30840,father
30588,30840,mother
30354,30841,father
30588,30841,mother
30360,30842,father
30503,30842,mother
30360,30843,father
30503,30843,mother
30360,30844,father
30503,30844,mother
30493,30845,father
30396,30845,mother
30493,30846,father
30396,30846,mother
30493,30847,father
30396,30847,mother
30421,30848,father
30589,30848,mother
30421,30849,father
30589,30849,mother
30421,30850,father
30589,30850,mother
30417,30851,father
30488,30851,mother
30417,30852,father
30488,30852,mother
30417,30853,father
30488,30853,mother
30449,30854,father
30590,30854,mother
30449,30855,father
30590,30855,mother
30449,30856,father
30590,30856,mother
30449,30857,father
30590,30857,mother
30436,30858,father
30591,30858,mother
30436,30859,father
30591,30859,mother
30436,30860,father
30591,30860,mother
30381,30861,father
30474,30861,mother
30381,30862,father
30474,30862,mother
30381,30863,father
30474,30863,mother
30381,30864,father
30474,30864,mother
30442,30865,father
30592,30865,mother
30442,30866,father
30592,30866,mother
30442,30867,father
30592,30867,mother
30388,30868,father
30593,30868,mother
30388,30869,father
30593,30869,mother
30388,30870,father
30593,30870,mother
30388,30871,father
30593,30871,mother
30351,30872,father
30594,30872,mother
30351,30873,father
30594,30873,mother
30351,30874,father
30594,30874,mother
30351,30875,father
30594,30875,mother
30729,31016,father
30876,31016,mother
30729,31017,father
30876,31017,mother
30729,31018,father
30876,31018,mother
30728,31019,father
30878,31019,mother
30728,31020,father
30878,31020,mother
30728,31021,father
30878,31021,mother
30728,31022,father
30878,31022,mother
30776,31023,father
30879,31023,mother
30776,31024,father
30879,31024,mother
30776,31025,father
30879,31025,mother
30646,31026,father
30770,31026,mother
30646,31027,father
30770,31027,mother
30646,31028,father
30770,31028,mother
30646,31029,father
30770,31029,mother
30671,31030,father
30692,31030,mother
30671,31031,father
30692,31031,mother
30671,31032,father
30692,31032,mother
30811,31033,father
30881,31033,mother
30811,31034,father
30881,31034,mother
30811,31035,father
30881,31035,mother
30811,31036,father
30881,31036,mother
30867,31037,father
30644,31037,mother
30867,31038,father
30644,31038,mother
30867,31039,father
30644,31039,mother
30867,31040,father
30644,31040,mother
30702,31041,father
30882,31041,mother
30702,31042,father
30882,31042,mother
30702,31043,father
30882,31043,mother
30838,31044,father
30883,31044,mother
30838,31045,father
30883,31045,mother
30838,31046,father
30883,31046,mother
30739,31047,father
30884,31047,mother
30739,31048,father
30884,31048,mother
30739,31049,father
30884,31049,mother
30757,31050,father
30885,31050,mother
30757,31051,father
30885,31051,mother
30757,31052,father
30885,31052,mother
30633,31053,father
30886,31053,mother
30633,31054,father
30886,31054,mother
30633,31055,father
30886,31055,mother
30724,31056,father
30887,31056,mother
30724,31057,father
30887,31057,mother
30724,31058,father
30887,31058,mother
30724,31059,father
30887,31059,mother
30648,31060,father
30888,31060,mother
30648,31061,father
30888,31061,mother
30648,31062,father
30888,31062,mother
30648,31063,father
30888,31063,mother
30807,31064,father
30890,31064,mother
30807,31065,father
30890,31065,mother
30807,31066,father
30890,31066,mother
30738,31067,father
30758,31067,mother
30738,31068,father
30758,31068,mother
30738,31069,father
30758,31069,mother
30711,31070,father
30891,31070,mother
30711,31071,father
30891,31071,mother
30711,31072,father
30891,31072,mother
30862,31073,father
30892,31073,mother
30862,31074,father
30892,31074,mother
30862,31075,father
30892,31075,mother
30617,31076,father
30893,31076,mother
30617,31077,father
30893,31077,mother
30617,31078,father
30893,31078,mother
30746,31079,father
30894,31079,mother
30746,31080,father
30894,31080,mother
30746,31081,father
30894,31081,mother
30759,31082,father
30895,31082,mother
30759,31083,father
30895,31083,mother
30759,31084,father
30895,31084,mother
30613,31085,father
30896,31085,mother
30613,31086,father
30896,31086,mother
30613,31087,father
30896,31087,mother
30613,31088,father
30896,31088,mother
30638,31089,father
30897,31089,mother
30638,31090,father
30897,31090,mother
30638,31091,father
30897,31091,mother
30638,31092,father
30897,31092,mother
30679,31093,father
30898,31093,mother
30679,31094,father
30898,31094,mother
30679,31095,father
30898,31095,mother
30679,31096,father
30898,31096,mother
30717,31097,father
30899,31097,mother
30717,31098,father
30899,31098,mother
30717,31099,father
30899,31099,mother
30795,31100,father
30900,31100,mother
30795,31101,father
30900,31101,mother
30795,31102,father
30900,31102,mother
30700,31103,father
30901,31103,mother
30700,31104,father
30901,31104,mother
30700,31105,father
30901,31105,mother
30700,31106,father
30901,31106,mother
30744,31107,father
30902,31107,mother
30744,31108,father
30902,31108,mother
30744,31109,father
30902,31109,mother
30744,31110,father
30902,31110,mother
30691,31111,father
30903,31111,mother
30691,31112,father
30903,31112,mother
30691,31113,father
30903,31113,mother
30691,31114,father
30903,31114,mother
30611,31115,father
30904,31115,mother
30611,31116,father
30904,31116,mother
30611,31117,father
30904,31117,mother
30741,31118,father
30905,31118,mother
30741,31119,father
30905,31119,mother
30741,31120,father
30905,31120,mother
30831,31121,father
30906,31121,mother
30831,31122,father
30906,31122,mother
30831,31123,father
30906,31123,mother
30831,31124,father
30906,31124,mother
30767,31125,father
30909,31125,mother
30767,31126,father
30909,31126,mother
30767,31127,father
30909,31127,mother
30857,31128,father
30910,31128,mother
30857,31129,father
30910,31129,mother
30857,31130,father
30910,31130,mother
30690,31131,father
30911,31131,mother
30690,31132,father
30911,31132,mother
30690,31133,father
30911,31133,mother
30690,31134,father
30911,31134,mother
30829,31135,father
30912,31135,mother
30829,31136,father
30912,31136,mother
30829,31137,father
30912,31137,mother
30829,31138,father
30912,31138,mother
30664,31139,father
30913,31139,mother
30664,31140,father
30913,31140,mother
30664,31141,father
30913,31141,mother
30664,31142,father
30913,31142,mother
30840,31143,father
30914,31143,mother
30840,31144,father
30914,31144,mother
30840,31145,father
30914,31145,mother
30840,31146,father
30914,31146,mother
30755,31147,father
30915,31147,mother
30755,31148,father
30915,31148,mother
30755,31149,father
30915,31149,mother
30774,31150,father
30916,31150,mother
30774,31151,father
30916,31151,mother
30774,31152,father
30916,31152,mother
30596,31153,father
30917,31153,mother
30596,31154,father
30917,31154,mother
30596,31155,father
30917,31155,mother
30596,31156,father
30917,31156,mother
30869,31157,father
30921,31157,mother
30869,31158,father
30921,31158,mother
30869,31159,father
30921,31159,mother
30869,31160,father
30921,31160,mother
30686,31161,father
30922,31161,mother
30686,31162,father
30922,31162,mother
30686,31163,father
30922,31163,mother
30630,31164,father
30923,31164,mother
30630,31165,father
