marriage_id,spouse1_id,spouse2_id,start_date,end_date,status
30190,30351,30594,1692-01-01,1720-06-01,deceased
30191,30729,30876,1713-01-01,1741-06-01,deceased
30192,30728,30878,1710-01-01,1772-06-01,deceased
30193,30776,30879,1714-01-01,1760-06-01,deceased
30194,30646,30770,1711-01-01,1760-06-01,deceased
30195,30671,30692,1713-01-01,1745-06-01,deceased
30196,30811,30881,1713-01-01,1753-06-01,deceased
30197,30867,30644,1710-01-01,1764-06-01,deceased
30198,30702,30882,1715-01-01,1757-06-01,deceased
30199,30838,30883,1711-01-01,1731-06-01,deceased
30200,30739,30884,1714-01-01,1740-06-01,deceased
30201,30757,30885,1711-01-01,1759-06-01,deceased
30202,30633,30886,1714-01-01,1754-06-01,deceased
30203,30724,30887,1711-01-01,1735-06-01,deceased
30204,30648,30888,1710-01-01,1729-06-01,deceased
30205,30807,30890,1712-01-01,1733-06-01,deceased
30206,30738,30758,1715-01-01,1751-06-01,deceased
30207,30711,30891,1715-01-01,1743-06-01,deceased
30208,30862,30892,1715-01-01,1749-06-01,deceased
30209,30617,30893,1711-01-01,1747-06-01,deceased
30210,30746,30894,1712-01-01,1756-06-01,deceased
30211,30759,30895,1714-01-01,1736-06-01,deceased
30212,30613,30896,1709-01-01,1737-06-01,deceased
30213,30638,30897,1713-01-01,1736-06-01,deceased
30214,30679,30898,1710-01-01,1739-06-01,deceased
30215,30717,30899,1715-01-01,1763-06-01,deceased
30216,30795,30900,1714-01-01,1751-06-01,deceased
30217,30700,30901,1715-01-01,1743-06-01,deceased
30218,30744,30902,1711-01-01,1742-06-01,deceased
30219,30691,30903,1711-01-01,1756-06-01,deceased
30220,30611,30904,1709-01-01,1743-06-01,deceased
30221,30741,30905,1709-01-01,1752-06-01,deceased
30222,30831,30906,1714-01-01,1738-06-01,deceased
30223,30767,30909,1711-01-01,1761-06-01,deceased
30224,30857,30910,1711-01-01,1739-06-01,deceased
30225,30690,30911,1712-01-01,1751-06-01,deceased
30226,30829,30912,1713-01-01,1734-06-01,deceased
30227,30664,30913,1710-01-01,1741-06-01,deceased
30228,30840,30914,1711-01-01,1738-06-01,deceased
30229,30755,30915,1712-01-01,1752-06-01,deceased
30230,30774,30916,1714-01-01,1743-06-01,deceased
30231,30596,30917,1710-01-01,1733-06-01,deceased
30232,30869,30921,1712-01-01,1766-06-01,deceased
30233,30686,30922,1713-01-01,1741-06-01,deceased
30234,30630,30923,1712-01-01,1737-06-01,deceased
30235,30656,30925,1709-01-01,1752-06-01,deceased
30236,30726,30926,1711-01-01,1732-06-01,deceased
30237,30625,30637,1714-01-01,1759-06-01,deceased
30238,30860,30927,1715-01-01,1756-06-01,deceased
30239,30781,30928,1714-01-01,1752-06-01,deceased
30240,30768,30930,1715-01-01,1749-06-01,deceased
30241,30854,30853,1713-01-01,1734-06-01,deceased
30242,30808,30773,1709-01-01,1730-06-01,deceased
30243,30866,30931,1713-01-01,1768-06-01,deceased
30244,30786,30821,1710-01-01,1753-06-01,deceased
30245,30815,30934,1709-01-01,1732-06-01,deceased
30246,30622,30742,1710-01-01,1761-06-01,deceased
30247,30779,30935,1713-01-01,1752-06-01,deceased
30248,30874,30936,1709-01-01,1727-06-01,deceased
30249,30731,30937,1711-01-01,1754-06-01,deceased
30250,30824,30938,1710-01-01,1742-06-01,deceased
30251,30632,30725,1711-01-01,1753-06-01,deceased
30252,30845,30939,1715-01-01,1734-06-01,deceased
30253,30788,30940,1709-01-01,1732-06-01,deceased
30254,30678,30941,1714-01-01,1754-06-01,deceased
30255,30712,30942,1710-01-01,1764-06-01,deceased
30256,30868,30944,1711-01-01,1729-06-01,deceased
30257,30661,30946,1711-01-01,1741-06-01,deceased
30258,30667,30947,1714-01-01,1741-06-01,deceased
30259,30822,30764,1714-01-01,1748-06-01,deceased
30260,30674,30948,1714-01-01,1748-06-01,deceased
30261,30751,30949,1713-01-01,1768-06-01,deceased
30262,30743,30950,1715-01-01,1734-06-01,deceased
30263,30787,30951,1714-01-01,1758-06-01,deceased
30264,30647,30952,1715-01-01,1748-06-01,deceased
30265,30714,30954,1710-01-01,1750-06-01,deceased
30266,30785,30955,1710-01-01,1742-06-01,deceased
30267,30846,30956,1710-01-01,1755-06-01,deceased
30268,30634,30957,1714-01-01,1769-06-01,deceased
30269,30875,30959,1715-01-01,1771-06-01,deceased
30270,30618,30747,1709-01-01,1751-06-01,deceased
30271,30676,30960,1709-01-01,1763-06-01,deceased
30272,30848,30961,1714-01-01,1742-06-01,deceased
30273,30749,30963,1712-01-01,1750-06-01,deceased
30274,30790,30964,1709-01-01,1756-06-01,deceased
30275,30708,30965,1713-01-01,1742-06-01,deceased
30276,30818,30966,1711-01-01,1774-06-01,deceased
30277,30599,30967,1709-01-01,1768-06-01,deceased
30278,30722,30968,1712-01-01,1733-06-01,deceased
30279,30802,30969,1711-01-01,1745-06-01,deceased
30280,30782,30970,1711-01-01,1749-06-01,deceased
30281,30823,30971,1713-01-01,1745-06-01,deceased
30282,30813,30972,1712-01-01,1749-06-01,deceased
30283,30707,30975,1712-01-01,1747-06-01,deceased
30284,30668,30976,1711-01-01,1731-06-01,deceased
30285,30601,30977,1710-01-01,1738-06-01,deceased
30286,30660,30979,1712-01-01,1749-06-01,deceased
30287,30705,30980,1715-01-01,1738-06-01,deceased
30288,30765,30981,1710-01-01,1732-06-01,deceased
30289,30752,30982,1711-01-01,1747-06-01,deceased
30290,30628,30983,1714-01-01,1737-06-01,deceased
30291,30682,30984,1713-01-01,1739-06-01,deceased
30292,30597,30985,1714-01-01,1739-06-01,deceased
30293,30695,30986,1714-01-01,1744-06-01,deceased
30294,30716,30677,1712-01-01,1732-06-01,deceased
30295,30687,30987,1709-01-01,1747-06-01,deceased
30296,30797,30988,1710-01-01,1747-06-01,deceased
30297,30841,30989,1711-01-01,1739-06-01,deceased
30298,30616,30990,1710-01-01,1757-06-01,deceased
30299,30614,30991,1714-01-01,1781-06-01,deceased
30300,30721,30992,1710-01-01,1737-06-01,deceased
30301,30740,30993,1710-01-01,1758-06-01,deceased
30302,30820,30994,1709-01-01,1753-06-01,deceased
30303,30713,30995,1713-01-01,1765-06-01,deceased
30304,30844,30996,1714-01-01,1751-06-01,deceased
30305,30803,30997,1710-01-01,1726-06-01,deceased
30306,30605,30745,1714-01-01,1755-06-01,deceased
30307,30650,30859,1715-01-01,1748-06-01,deceased
30308,30640,30998,1710-01-01,1739-06-01,deceased
30309,30675,30999,1714-01-01,1739-06-01,deceased
30310,30696,31000,1709-01-01,1733-06-01,deceased
30311,30635,31001,1709-01-01,1772-06-01,deceased
30312,30607,31002,1709-01-01,1742-06-01,deceased
30313,30819,31003,1711-01-01,1759-06-01,deceased
30314,30809,31004,1715-01-01,1746-06-01,deceased
30315,30603,31005,1710-01-01,1730-06-01,deceased
30316,30861,31006,1710-01-01,1758-06-01,deceased
30317,30608,30760,1713-01-01,1758-06-01,deceased
30318,30833,31008,1711-01-01,1741-06-01,deceased
30319,30720,31009,1714-01-01,1746-06-01,deceased
30320,30836,31010,1709-01-01,1744-06-01,deceased
30321,30858,31011,1715-01-01,1743-06-01,deceased
30322,30665,31012,1712-01-01,1741-06-01,deceased
30323,30850,31013,1712-01-01,1742-06-01,deceased
30324,30769,31014,1714-01-01,1738-06-01,deceased
30325,30658,31015,1712-01-01,1767-06-01,deceased
30326,31244,31484,1728-01-01,1762-06-01,deceased
30327,31322,31485,1727-01-01,1765-06-01,deceased
30328,31141,31487,1731-01-01,1767-06-01,deceased
30329,31072,31488,1728-01-01,1752-06-01,deceased
30330,31424,31489,1727-01-01,1745-06-01,deceased
30331,31328,31490,1729-01-01,1755-06-01,deceased
30332,31109,31492,1727-01-01,1778-06-01,deceased
30333,31309,31493,1731-01-01,1780-06-01,deceased
30334,31438,31494,1727-01-01,1756-06-01,deceased
30335,31091,31495,1729-01-01,1764-06-01,deceased
30336,31452,31400,1733-01-01,1793-06-01,deceased
30337,31047,31496,1730-01-01,1750-06-01,deceased
30338,31388,31497,1729-01-01,1750-06-01,deceased
30339,31372,31498,1730-01-01,1755-06-01,deceased
30340,31413,31499,1733-01-01,1773-06-01,deceased
30341,31174,31501,1729-01-01,1767-06-01,deceased
30342,31030,31502,1729-01-01,1759-06-01,deceased
30343,31316,31213,1733-01-01,1783-06-01,deceased
30344,31369,31503,1727-01-01,1753-06-01,deceased
30345,31362,31504,1730-01-01,1763-06-01,deceased
30346,31481,31505,1730-01-01,1749-06-01,deceased
30347,31363,31506,1731-01-01,1755-06-01,deceased
30348,31157,31507,1731-01-01,1764-06-01,deceased
30349,31088,31373,1733-01-01,1788-06-01,deceased
30350,31188,31508,1730-01-01,1763-06-01,deceased
30351,31027,31509,1731-01-01,1761-06-01,deceased
30352,31119,31510,1733-01-01,1769-06-01,deceased
30353,31181,31511,1727-01-01,1765-06-01,deceased
30354,31037,31512,1733-01-01,1767-06-01,deceased
30355,31479,31514,1728-01-01,1748-06-01,deceased
30356,31471,31515,1733-01-01,1784-06-01,deceased
30357,31374,31516,1727-01-01,1766-06-01,deceased
30358,31229,31517,1733-01-01,1775-06-01,deceased
30359,31453,31518,1728-01-01,1746-06-01,deceased
30360,31304,31520,1732-01-01,1768-06-01,deceased
30361,31295,31521,1732-01-01,1747-06-01,deceased
30362,31065,31522,1733-01-01,1754-06-01,deceased
30363,31048,31523,1731-01-01,1777-06-01,deceased
30364,31176,31524,1732-01-01,1764-06-01,deceased
30365,31082,31525,1733-01-01,1771-06-01,deceased
30366,31345,31526,1730-01-01,1777-06-01,deceased
30367,31016,31527,1731-01-01,1783-06-01,deceased
30368,31045,31528,1727-01-01,1772-06-01,deceased
30369,31473,31529,1728-01-01,1745-06-01,deceased
30370,31127,31530,1728-01-01,1774-06-01,deceased
30371,31411,31454,1730-01-01,1781-06-01,deceased
30372,31225,31531,1733-01-01,1753-06-01,deceased
30373,31321,31038,1733-01-01,1764-06-01,deceased
30374,31254,31534,1728-01-01,1758-06-01,deceased
30375,31199,31536,1729-01-01,1767-06-01,deceased
30376,31087,31537,1728-01-01,1760-06-01,deceased
30377,31248,31460,1729-01-01,1754-06-01,deceased
30378,31354,31538,1729-01-01,1749-06-01,deceased
30379,31358,31539,1731-01-01,1761-06-01,deceased
30380,31214,31146,1728-01-01,1746-06-01,deceased
30381,31331,31540,1727-01-01,1760-06-01,deceased
30382,31081,31542,1732-01-01,1756-06-01,deceased
30383,31201,31543,1732-01-01,1762-06-01,deceased
30384,31445,31545,1733-01-01,1770-06-01,deceased
30385,31151,31546,1728-01-01,1748-06-01,deceased
30386,31263,31547,1731-01-01,1758-06-01,deceased
30387,31357,31548,1730-01-01,1753-06-01,deceased
30388,31376,31550,1728-01-01,1765-06-01,deceased
30389,31233,31551,1727-01-01,1770-06-01,deceased
30390,31173,31552,1730-01-01,1755-06-01,deceased
30391,31051,31553,1729-01-01,1780-06-01,deceased
30392,31315,31554,1727-01-01,1746-06-01,deceased
30393,31172,31555,1731-01-01,1764-06-01,deceased
30394,31280,31556,1727-01-01,1788-06-01,deceased
30395,31063,31557,1730-01-01,1756-06-01,deceased
30396,31255,31558,1732-01-01,1757-06-01,deceased
30397,31219,31559,1730-01-01,1758-06-01,deceased
30398,31348,31560,1731-01-01,1751-06-01,deceased
30399,31145,31562,1731-01-01,1751-06-01,deceased
30400,31386,31563,1731-01-01,1755-06-01,deceased
30401,31143,31564,1732-01-01,1763-06-01,deceased
30402,31147,31565,1730-01-01,1769-06-01,deceased
30403,31300,31566,1728-01-01,1752-06-01,deceased
30404,31247,31567,1731-01-01,1760-06-01,deceased
30405,31426,31568,1730-01-01,1784-06-01,deceased
30406,31342,31569,1728-01-01,1764-06-01,deceased
30407,31461,31570,1730-01-01,1776-06-01,deceased
30408,31308,31571,1729-01-01,1746-06-01,deceased
30409,31118,31572,1730-01-01,1750-06-01,deceased
30410,31034,31573,1728-01-01,1783-06-01,deceased
30411,31483,31574,1730-01-01,1753-06-01,deceased
30412,31196,31575,1733-01-01,1785-06-01,deceased
30413,31425,31576,1729-01-01,1788-06-01,deceased
30414,31332,31577,1733-01-01,1767-06-01,deceased
30415,31349,31578,1730-01-01,1787-06-01,deceased
30416,31282,31579,1729-01-01,1753-06-01,deceased
30417,31364,31389,1729-01-01,1769-06-01,deceased
30418,31170,31580,1731-01-01,1770-06-01,deceased
30419,31288,31581,1727-01-01,1754-06-01,deceased
30420,31106,31582,1731-01-01,1778-06-01,deceased
30421,31271,31583,1731-01-01,1781-06-01,deceased
30422,31224,31584,1727-01-01,1779-06-01,deceased
30423,31154,31125,1727-01-01,1766-06-01,deceased
30424,31078,31585,1731-01-01,1783-06-01,deceased
30425,31335,31586,1731-01-01,1752-06-01,deceased
30426,31442,31588,1729-01-01,1763-06-01,deceased
30427,31056,31590,1732-01-01,1759-06-01,deceased
30428,31169,31591,1727-01-01,1750-06-01,deceased
30429,31385,31592,1728-01-01,1749-06-01,deceased
30430,31391,31593,1730-01-01,1761-06-01,deceased
30431,31178,31159,1731-01-01,1749-06-01,deceased
30432,31465,31594,1728-01-01,1757-06-01,deceased
30433,31156,31595,1727-01-01,1748-06-01,deceased
30434,31274,31596,1731-01-01,1764-06-01,deceased
30435,31474,31597,1729-01-01,1773-06-01,deceased
30436,31101,31598,1727-01-01,1782-06-01,deceased
30437,31028,31599,1727-01-01,1744-06-01,deceased
30438,31353,31600,1729-01-01,1748-06-01,deceased
30439,31359,31601,1733-01-01,1757-06-01,deceased
30440,31399,31602,1730-01-01,1775-06-01,deceased
30441,31313,31603,1727-01-01,1754-06-01,deceased
30442,31456,31604,1732-01-01,1774-06-01,deceased
30443,31276,31605,1727-01-01,1767-06-01,deceased
30444,31396,31407,1728-01-01,1747-06-01,deceased
30445,31180,31606,1727-01-01,1752-06-01,deceased
30446,31223,31607,1727-01-01,1779-06-01,deceased
30447,31190,31608,1729-01-01,1757-06-01,deceased
30448,31040,31609,1733-01-01,1777-06-01,deceased
30449,31278,31610,1727-01-01,1751-06-01,deceased
30450,31130,31611,1733-01-01,1759-06-01,deceased
30451,31238,31612,1730-01-01,1790-06-01,deceased
30452,31022,31613,1728-01-01,1754-06-01,deceased
30453,31093,31614,1728-01-01,1758-06-01,deceased
30454,31423,31615,1731-01-01,1774-06-01,deceased
30455,31055,31451,1733-01-01,1770-06-01,deceased
30456,31401,31616,1730-01-01,1752-06-01,deceased
30457,31105,31617,1732-01-01,1775-06-01,deceased
30458,31134,31261,1731-01-01,1776-06-01,deceased
30459,31443,31618,1729-01-01,1757-06-01,deceased
30460,31242,31619,1730-01-01,1757-06-01,deceased
30461,31116,31620,1728-01-01,1792-06-01,deceased
30462,31108,31621,1731-01-01,1779-06-01,deceased
30463,31408,31622,1732-01-01,1768-06-01,deceased
30464,31150,31623,1727-01-01,1752-06-01,deceased
30465,31183,31624,1730-01-01,1752-06-01,deceased
30466,31429,31625,1733-01-01,1773-06-01,deceased
30467,31165,31627,1729-01-01,1757-06-01,deceased
30468,31142,31628,1729-01-01,1772-06-01,deceased
30469,31234,31630,1729-01-01,1781-06-01,deceased
30470,31478,31631,1731-01-01,1770-06-01,deceased
30471,31113,31632,1732-01-01,1753-06-01,deceased
30472,31252,31633,1728-01-01,1761-06-01,deceased
30473,31383,31634,1729-01-01,1753-06-01,deceased
30474,31292,31635,1729-01-01,1750-06-01,deceased
30475,31182,31636,1729-01-01,1781-06-01,deceased
30476,31310,31637,1727-01-01,1778-06-01,deceased
30477,31018,31080,1730-01-01,1785-06-01,deceased
30478,31323,31639,1728-01-01,1755-06-01,deceased
30479,31390,31640,1729-01-01,1757-06-01,deceased
30480,31446,31329,1727-01-01,1756-06-01,deceased
30481,31435,31641,1732-01-01,1770-06-01,deceased
30482,31277,31643,1729-01-01,1756-06-01,deceased
30483,31221,31644,1730-01-01,1778-06-01,deceased
30484,31437,31220,1728-01-01,1757-06-01,deceased
30485,31291,31645,1727-01-01,1774-06-01,deceased
30486,31050,31646,1731-01-01,1761-06-01,deceased
30487,31131,31647,1732-01-01,1753-06-01,deceased
30488,31059,31648,1731-01-01,1772-06-01,deceased
30489,31035,31649,1728-01-01,1746-06-01,deceased
30490,31285,31415,1728-01-01,1754-06-01,deceased
30491,31137,31650,1730-01-01,1785-06-01,deceased
30492,31103,31651,1727-01-01,1768-06-01,deceased
30493,31203,31652,1727-01-01,1754-06-01,deceased
30494,31395,31653,1733-01-01,1752-06-01,deceased
30495,31162,31655,1727-01-01,1760-06-01,deceased
30496,31320,31656,1730-01-01,1768-06-01,deceased
30497,31042,31658,1731-01-01,1752-06-01,deceased
30498,31468,31660,1733-01-01,1776-06-01,deceased
30499,31136,31661,1729-01-01,1746-06-01,deceased
30500,31140,31312,1731-01-01,1752-06-01,deceased
30501,31297,31663,1729-01-01,1770-06-01,deceased
30502,31450,31664,1727-01-01,1774-06-01,deceased
30503,31249,31666,1731-01-01,1752-06-01,deceased
30504,31126,31667,1731-01-01,1789-06-01,deceased
30505,31281,31668,1730-01-01,1759-06-01,deceased
30506,31193,31669,1733-01-01,1771-06-01,deceased
30507,31459,31670,1728-01-01,1748-06-01,deceased
30508,31110,31671,1731-01-01,1784-06-01,deceased
30509,31090,31672,1728-01-01,1743-06-01,deceased
30510,31419,31673,1730-01-01,1761-06-01,deceased
30511,31301,31039,1732-01-01,1778-06-01,deceased
30512,31191,31674,1731-01-01,1749-06-01,deceased
30513,31264,31676,1733-01-01,1770-06-01,deceased
30514,31267,31677,1727-01-01,1750-06-01,deceased
30515,31074,31480,1728-01-01,1776-06-01,deceased
